date,val latitude,val longitude,propeller speed1,propeller speed2,propeller speed3,propeller speed4,str1 target,str2 target,str3 target,str4 target,heading,heading target,mode
15:32:02,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:04,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:06,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:08,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:10,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:12,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:14,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:16,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:18,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:20,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:22,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:24,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:26,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:29,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:31,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:33,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:35,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:37,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:39,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:41,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:43,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:45,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:47,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:49,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:52,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:54,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:32:56,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:32:58,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:00,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:02,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:04,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:06,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:08,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:10,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:12,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:14,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:16,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:19,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:21,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:23,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:25,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:27,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:29,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:31,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:33,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:35,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:37,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:39,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:41,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:43,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:45,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:47,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:50,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:52,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:33:54,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:56,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:33:58,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:00,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:02,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:04,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:06,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:08,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:10,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:12,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:14,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:16,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:19,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:21,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:23,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:25,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:27,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:29,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:31,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:33,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:35,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:37,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:39,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:41,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:44,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:46,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:48,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:50,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:52,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:54,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:34:56,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:34:58,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:00,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:02,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:35:04,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:35:06,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:35:08,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:10,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:12,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:15,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:17,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:19,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:35:21,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:23,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:25,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:27,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:29,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:31,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:33,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:35:35,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:35:37,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:40,-6.7332029,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:42,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:44,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:46,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:48,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:50,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:52,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:54,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:56,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:35:58,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:00,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:02,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:05,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:36:07,-6.7332025,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:09,-6.733202,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:11,-6.733202,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:13,-6.733202,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:15,-6.733202,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:36:17,-6.733202,107.3738,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:19,-6.733202,107.3738,100,50,50,0,-45,-90,90,90,162,162,cross
15:36:21,-6.733202,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:23,-6.733202,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:25,-6.733202,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:27,-6.733202,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:29,-6.7332015,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:31,-6.7332015,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:33,-6.7332015,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:35,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:36:38,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:40,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:42,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:44,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:46,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:36:48,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:50,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:52,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:54,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:36:56,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:36:58,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:00,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:02,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:05,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:07,-6.733201,0,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:09,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:11,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:13,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:15,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:17,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:19,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:21,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:23,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:25,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:27,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:29,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:31,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:34,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:36,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:38,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:40,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:42,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:44,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:46,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:48,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:50,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:52,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:54,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:37:56,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,162,162,cross
15:37:58,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:38:00,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:38:02,-6.733201,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:38:05,-6.733201,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:07,-6.733201,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:09,-6.733201,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:38:11,-6.733201,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:13,-6.733201,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:38:15,-6.733201,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:17,-6.7332015,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:19,-6.7332015,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:38:21,-6.7332015,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:38:23,-6.7332015,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:25,-6.7332015,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:38:27,-6.7332015,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:29,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:32,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:34,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:36,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:38,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:40,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:42,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:44,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:38:46,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:48,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:50,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:52,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:54,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:38:57,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:38:59,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:39:01,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:03,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:05,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:07,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:39:09,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:11,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:13,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:15,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:39:17,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:39:19,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:22,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:39:24,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:26,-6.733202,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:28,-6.7332025,107.37381,100,50,50,0,-45,-90,90,90,161,161,cross
15:39:30,-6.7332025,107.37381,0,50,50,0,35,-90,90,90,162,162,cross
15:39:32,-6.7332025,107.37381,100,50,50,0,-16,-90,90,90,161,161,cross
15:39:34,-6.7332025,107.37381,0,50,50,0,43,-90,90,90,161,161,cross
15:39:36,-6.7332025,107.37381,0,50,50,0,120,-90,90,90,162,162,cross
15:39:38,-6.7332025,107.37381,0,50,50,0,53,-90,90,90,161,161,cross
15:39:40,-6.7332025,107.37381,0,50,50,0,102,-90,90,90,162,162,cross
15:39:42,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:44,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:46,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:48,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:39:50,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:52,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:54,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:56,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:39:58,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:01,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:03,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:05,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:07,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:09,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:11,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:13,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:15,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:17,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:19,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:21,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:40:23,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:25,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:27,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,161,161,cross
15:40:29,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:40:32,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,162,162,cross
15:40:34,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,164,164,cross
15:40:36,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:38,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:40,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:42,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:44,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:46,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:48,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:50,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:52,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:55,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:57,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:40:59,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:01,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:03,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:05,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:07,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:09,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:11,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:13,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:15,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:17,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:20,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:22,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:24,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:26,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:28,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:30,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:32,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:34,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:36,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:38,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:40,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:42,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:44,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:46,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:48,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:50,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:53,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:55,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:57,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:41:59,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:01,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:03,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:05,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:07,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:09,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:11,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:13,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:16,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:18,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:20,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:22,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:24,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:26,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:28,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:30,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:32,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:34,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:36,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:39,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:41,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:43,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:45,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:47,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:49,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:51,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:53,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:55,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:42:57,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:43:00,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:43:02,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:43:04,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:43:06,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:43:08,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:43:10,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:43:12,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
15:43:14,-6.7332025,107.37381,100,50,50,0,-90,-90,90,90,160,160,cross
