waktu,heading,lat_chute,long_chute,wind speed,wind direction
15:25:39,284,1.699960731,101.5376144,0.9,262
15:25:41,284,1.699960731,101.5376154,0.6,277
15:25:44,284,1.699959731,101.5376174,0.5,274
15:25:46,284,1.699958731,101.5376184,0.2,271
15:25:48,284,1.699958731,101.5376204,0,272
15:25:50,283,1.699959023,101.5376202,0.1,237
15:25:52,283,1.699958023,101.5376212,0.1,229
15:25:55,283,1.699958023,101.5376222,0,215
15:25:57,283,1.699957023,101.5376232,0,271
15:25:59,283,1.699957023,101.5376242,0.3,272
15:26:01,283,1.699956023,101.5376242,3.6,262
15:26:03,283,1.699956023,101.5376252,2.3,273
15:26:06,283,1.699956023,101.5376262,1.5,250
15:26:08,282,1.699955295,101.5376249,2.5,273
15:26:10,282,1.699953295,101.5376259,1.7,282
15:26:12,282,1.699953295,101.5376259,0.8,272
15:26:14,281,1.699952545,101.5376257,1.9,280
15:26:17,281,1.699952545,101.5376277,2.1,285
15:26:19,281,1.699951545,101.5376287,2.2,269
15:26:21,281,1.699950545,101.5376297,2.4,268
15:26:23,281,1.699950545,101.5376307,1.2,288
15:26:25,280,1.699951773,101.5376315,0.9,277
15:26:28,280,1.699951773,101.5376325,0.6,282
15:26:30,280,1.699951773,101.5376335,0.4,303
15:26:32,280,1.699951773,101.5376345,0.1,278
15:26:34,279,1.69995098,101.5376342,0,295
15:26:36,279,1.69995098,101.5376342,0.3,273
15:26:38,278,1.699951166,101.537634,0.1,279
15:26:41,278,1.699951166,101.537635,0,261
15:26:43,278,1.699952166,101.537637,0,339
15:26:45,278,1.699953166,101.537638,0,345
15:26:47,277,1.69995333,101.5376378,0.1,310
15:26:49,277,1.69995433,101.5376388,0.1,26
15:26:51,277,1.69995433,101.5376398,0.2,358
15:26:54,276,1.699954472,101.5376395,0,0
15:26:56,275,1.699955592,101.5376403,0,24
15:26:58,275,1.699955592,101.5376413,0.1,95
15:27:00,275,1.699955592,101.5376423,0,134
15:27:02,274,1.69995669,101.537643,0,87
15:27:05,274,1.69995769,101.537643,0.5,116
15:27:07,274,1.69995769,101.537644,1.2,186
15:27:09,274,1.69995769,101.537645,1.3,164
15:27:11,274,1.69995869,101.537646,1.2,156
15:27:13,273,1.699958767,101.5376458,1,162
15:27:15,272,1.699958821,101.5376455,1.2,199
15:27:18,272,1.699958821,101.5376475,1.3,213
15:27:20,272,1.699957821,101.5376485,1,168
15:27:22,272,1.699957821,101.5376485,0.9,13
15:27:24,271,1.699958854,101.5376483,0.7,344
15:27:26,271,1.699959854,101.5376493,1.2,33
15:27:28,270,1.699960865,101.537649,1.1,32
15:27:31,270,1.699960865,101.537649,0.9,77
15:27:33,269,1.699960854,101.5376487,0.7,102
15:27:35,269,1.699961854,101.5376497,1.8,42
15:27:37,268,1.699962821,101.5376495,1.5,143
15:27:39,268,1.699963821,101.5376505,2.3,124
15:27:42,268,1.699964821,101.5376505,1.5,107
15:27:44,268,1.699965821,101.5376525,0.9,123
15:27:46,267,1.699966767,101.5376512,1.5,354
15:27:48,267,1.699967767,101.5376522,1.9,212
15:27:50,266,1.69996869,101.537651,1.6,179
15:27:53,266,1.69996969,101.53765,1.7,186
15:27:55,265,1.699970592,101.5376487,1.6,229
15:27:57,265,1.699972592,101.5376487,2.2,51
15:27:59,265,1.699973592,101.5376477,2.2,115
15:28:01,264,1.699975472,101.5376475,1.9,327
15:28:04,264,1.699976472,101.5376475,2.2,82
15:28:06,263,1.69997733,101.5376472,1.9,177
15:28:08,263,1.69997933,101.5376482,2.8,73
15:28:10,262,1.699979166,101.537648,1.8,190
15:28:12,261,1.69997998,101.5376478,1.6,332
15:28:15,261,1.69998198,101.5376468,1.8,164
15:28:17,261,1.69998398,101.5376468,1.4,196
15:28:19,260,1.699984773,101.5376445,1.3,265
15:28:21,260,1.699986773,101.5376435,1.1,260
15:28:23,259,1.699987545,101.5376423,1.1,302
15:28:26,259,1.699989545,101.5376413,0.6,302
15:28:28,258,1.699990295,101.5376391,0.8,31
15:28:30,258,1.699991295,101.5376371,0.8,101
15:28:32,257,1.699993023,101.5376348,0.7,290
15:28:34,257,1.699994023,101.5376328,1.4,149
15:28:37,256,1.699993731,101.5376286,1.1,113
15:28:39,255,1.699994416,101.5376244,1.2,110
15:28:41,255,1.699995416,101.5376214,1.2,96
15:28:43,254,1.699995081,101.5376172,0.9,93
15:28:45,253,1.699995725,101.537613,1.1,351
15:28:48,252,1.699996348,101.5376078,1.1,341
15:28:50,252,1.699996348,101.5376038,1.1,313
15:28:52,251,1.69999695,101.5375986,1.3,308
15:28:54,250,1.699996531,101.5375944,1.3,295
15:28:56,249,1.699996092,101.5375892,1.2,274
15:28:59,249,1.699996092,101.5375852,1.4,23
15:29:01,249,1.699995092,101.5375812,1.1,18
15:29:03,248,1.699993632,101.5375771,1,339
15:29:05,248,1.699990632,101.5375741,0.9,8
15:29:07,249,1.699987092,101.5375732,1,21
15:29:09,249,1.699981092,101.5375722,1.1,157
15:29:12,250,1.699974531,101.5375724,1.1,239
15:29:14,251,1.69996795,101.5375716,1,226
15:29:16,251,1.69996095,101.5375696,1.3,199
15:29:18,253,1.699954725,101.53757,1.5,99
15:29:20,254,1.699948081,101.5375682,1.1,209
15:29:23,255,1.699940416,101.5375664,1.9,329
15:29:25,255,1.699934416,101.5375634,2,271
15:29:27,256,1.699927731,101.5375606,2.2,193
15:29:29,257,1.699921023,101.5375578,1.8,82
15:29:31,258,1.699915295,101.5375561,1.7,292
15:29:34,259,1.699909545,101.5375533,1.8,157
15:29:36,259,1.699903545,101.5375493,1.6,45
15:29:38,260,1.699898773,101.5375475,1.2,32
15:29:40,260,1.699893773,101.5375445,0.9,18
15:29:42,260,1.699889773,101.5375425,0.7,29
15:29:44,260,1.699886773,101.5375395,1,70
15:29:47,261,1.69988298,101.5375388,1,85
15:29:49,261,1.69987998,101.5375368,0.8,47
15:29:51,261,1.69987598,101.5375338,0.7,193
15:29:53,261,1.69987298,101.5375328,0.9,119
15:29:55,261,1.69986998,101.5375308,1.2,86
15:29:57,261,1.69986798,101.5375288,1.9,284
15:30:00,261,1.69986498,101.5375268,1.3,343
15:30:02,261,1.69986298,101.5375248,0.9,57
15:30:04,261,1.69986098,101.5375228,0.7,62
15:30:06,261,1.69985998,101.5375218,1.2,207
15:30:08,260,1.699858773,101.5375185,1.5,17
15:30:11,260,1.699859773,101.5375175,2.6,279
15:30:13,260,1.699860773,101.5375155,1.7,259
15:30:15,259,1.699861545,101.5375133,1.2,153
15:30:17,259,1.699862545,101.5375113,0.8,141
15:30:19,258,1.699863295,101.5375091,1,136
15:30:22,257,1.699864023,101.5375058,1,137
15:30:24,257,1.699864023,101.5375048,0.8,110
15:30:26,257,1.699866023,101.5375038,0.8,236
15:30:28,256,1.699866731,101.5375016,0.9,3
15:30:30,255,1.699868416,101.5374994,0.9,347
15:30:33,254,1.699869081,101.5374962,0.6,359
15:30:35,254,1.699871081,101.5374952,0.6,3
15:30:37,253,1.699872725,101.537494,0.6,73
15:30:39,252,1.699874348,101.5374928,0.3,29
15:30:41,251,1.69987495,101.5374916,0.4,39
15:30:44,251,1.69987795,101.5374916,0.1,110
15:30:46,251,1.69987895,101.5374926,0.3,52
15:30:48,249,1.699880092,101.5374912,0.5,119
15:30:50,249,1.699881092,101.5374922,0.7,117
15:30:52,248,1.699882632,101.5374921,0.5,134
15:30:55,248,1.699883632,101.5374921,0.7,123
15:30:57,248,1.699884632,101.5374931,0.7,69
15:30:59,247,1.699886152,101.5374929,1.1,69
15:31:01,247,1.699887152,101.5374939,0.8,110
15:31:03,246,1.699887652,101.5374948,0.5,92
15:31:05,246,1.699889652,101.5374968,0.4,79
15:31:08,246,1.699890652,101.5374988,1.1,91
15:31:10,245,1.699890132,101.5374986,0.9,127
15:31:12,245,1.699890132,101.5375006,1.6,130
15:31:14,245,1.699890132,101.5375016,1.2,143
15:31:16,245,1.699891132,101.5375036,1,140
15:31:19,245,1.699892132,101.5375056,0.7,136
15:31:21,245,1.699892132,101.5375076,0.9,166
15:31:23,244,1.699891592,101.5375075,1.2,348
15:31:25,244,1.699891592,101.5375095,1.2,48
15:31:27,244,1.699891592,101.5375115,1.5,133
15:31:30,244,1.699892592,101.5375125,1.4,156
15:31:32,244,1.699893592,101.5375155,1.1,234
15:31:34,244,1.699893592,101.5375175,1.2,54
15:31:36,244,1.699894592,101.5375195,1.1,69
15:31:38,244,1.699895592,101.5375215,0.9,114
15:31:41,243,1.699895032,101.5375224,1.2,182
15:31:43,243,1.699895032,101.5375244,1.2,170
15:31:45,243,1.699896032,101.5375264,1,161
15:31:47,243,1.699896032,101.5375274,0.9,174
15:31:49,243,1.699896032,101.5375294,1.1,117
15:31:52,243,1.699896032,101.5375314,1,182
15:31:54,243,1.699897032,101.5375334,0.8,250
15:31:56,243,1.699897032,101.5375344,0.8,229
15:31:58,243,1.699898032,101.5375364,0.9,127
15:32:00,243,1.699900032,101.5375384,0.8,22
15:32:03,242,1.699900453,101.5375382,1.2,43
15:32:05,242,1.699901453,101.5375392,1,355
15:32:07,242,1.699903453,101.5375392,0.8,7
15:32:09,242,1.699904453,101.5375392,0.9,44
15:32:11,242,1.699905453,101.5375392,0.7,16
15:32:14,242,1.699905453,101.5375382,0.7,89
15:32:16,241,1.699904855,101.5375361,1.3,17
15:32:18,241,1.699905855,101.5375351,1.2,29
15:32:20,241,1.699906855,101.5375351,1.1,110
15:32:22,241,1.699906855,101.5375331,1,133
15:32:25,241,1.699906855,101.5375321,0.8,166
15:32:27,241,1.699906855,101.5375311,1.3,188
15:32:29,240,1.699906237,101.5375281,1.3,326
15:32:31,241,1.699906855,101.5375281,1.2,124
15:32:33,241,1.699906855,101.5375261,1.4,102
15:32:36,241,1.699906855,101.5375251,1.2,35
15:32:38,241,1.699906855,101.5375241,1.2,71
15:32:40,241,1.699906855,101.5375231,1.4,198
15:32:42,241,1.699905855,101.5375211,1.2,178
15:32:44,241,1.699904855,101.5375201,1.1,181
15:32:47,241,1.699904855,101.5375191,1.1,169
15:32:49,240,1.699903237,101.5375171,0.9,211
15:32:51,241,1.699902855,101.5375161,0.7,194
15:32:53,241,1.699901855,101.5375151,0.3,287
15:32:55,241,1.699901855,101.5375151,0.3,273
15:32:57,241,1.699900855,101.5375151,1.1,280
15:33:00,242,1.699900453,101.5375152,0.4,276
15:33:02,242,1.699899453,101.5375142,0.4,283
15:33:04,242,1.699898453,101.5375142,0.7,273
15:33:06,242,1.699897453,101.5375132,1,266
15:33:08,242,1.699896453,101.5375122,1.2,273
15:33:11,242,1.699895453,101.5375112,0.6,278
15:33:13,243,1.699895032,101.5375134,0.2,280
15:33:15,243,1.699894032,101.5375134,0,272
15:33:17,244,1.699892592,101.5375145,0.4,246
15:33:19,244,1.699890592,101.5375145,0.1,265
15:33:22,244,1.699889592,101.5375145,0.2,289
15:33:24,245,1.699888132,101.5375156,0,335
15:33:26,245,1.699887132,101.5375156,0.6,236
15:33:28,244,1.699884592,101.5375145,1,150
15:33:30,245,1.699884132,101.5375166,0.7,146
15:33:33,245,1.699883132,101.5375166,0.4,172
15:33:35,246,1.699881652,101.5375178,1.2,223
15:33:37,246,1.699879652,101.5375178,1.3,105
15:33:39,246,1.699878652,101.5375178,1,148
15:33:41,246,1.699876652,101.5375188,0.9,177
15:33:43,247,1.699876152,101.5375199,1.1,254
15:33:46,246,1.699874652,101.5375188,1.1,225
15:33:48,247,1.699875152,101.5375199,0.7,186
15:33:50,247,1.699874152,101.5375199,0.9,280
15:33:52,247,1.699873152,101.5375199,0.6,246
15:33:54,247,1.699873152,101.5375209,0.5,225
15:33:56,247,1.699872152,101.5375209,0,245
15:33:58,248,1.699871632,101.5375221,0.2,258
15:34:01,248,1.699870632,101.5375231,0.2,281
15:34:03,248,1.699870632,101.5375241,0.6,285
15:34:05,248,1.699870632,101.5375251,0.5,270
15:34:07,248,1.699869632,101.5375261,0.9,285
15:34:09,248,1.699868632,101.5375261,1.2,323
15:34:12,249,1.699868092,101.5375282,1.2,278
15:34:14,249,1.699865632,101.5375271,0.6,306
15:34:16,249,1.699865092,101.5375282,0.8,342
15:34:18,249,1.699865092,101.5375282,0.9,308
15:34:20,249,1.699864092,101.5375282,1.1,331
15:34:23,249,1.699863092,101.5375292,1.1,314
15:34:25,249,1.699863092,101.5375292,0.8,333
15:34:27,249,1.699863092,101.5375302,1.2,107
15:34:29,249,1.699864092,101.5375302,0.8,39
15:34:31,249,1.699864092,101.5375312,0.6,31
15:34:34,249,1.699865092,101.5375322,0.5,54
15:34:36,249,1.699865092,101.5375332,0.4,155
15:34:38,249,1.699865092,101.5375332,0,137
15:34:40,249,1.699866092,101.5375342,0,134
15:34:42,249,1.699866092,101.5375342,0.5,73
15:34:45,249,1.699866092,101.5375342,0.8,142
15:34:47,248,1.699865632,101.5375331,0.6,217
15:34:49,249,1.699866092,101.5375342,0.5,283
15:34:51,248,1.699865632,101.5375331,0.6,255
15:34:53,248,1.699865632,101.5375331,0.6,272
15:34:56,248,1.699866632,101.5375331,1.2,266
15:34:58,248,1.699867632,101.5375331,0.9,251
15:35:00,248,1.699867632,101.5375331,0.6,124
15:35:02,248,1.699868632,101.5375331,0.6,222
15:35:04,248,1.699869632,101.5375341,0,17
15:35:06,247,1.699871152,101.5375339,0,78
15:35:09,247,1.699872152,101.5375339,0.2,318
15:35:11,247,1.699873152,101.5375349,0.1,323
15:35:13,247,1.699874152,101.5375349,0.1,343
15:35:15,246,1.699874652,101.5375348,0,49
15:35:17,247,1.699876152,101.5375359,0.3,278
15:35:19,246,1.699876652,101.5375358,0.3,97
15:35:21,246,1.699878652,101.5375368,0.4,52
15:35:24,246,1.699880652,101.5375368,0.5,13
15:35:26,245,1.699882132,101.5375356,0.7,3
15:35:28,245,1.699884132,101.5375366,0.7,348
15:35:30,246,1.699885652,101.5375378,0.6,348
15:35:32,245,1.699887132,101.5375366,0.8,323
15:35:34,245,1.699888132,101.5375356,0.9,345
15:35:37,245,1.699889132,101.5375366,1,349
15:35:39,245,1.699890132,101.5375366,0.9,69
15:35:41,244,1.699889592,101.5375355,0.9,4
15:35:43,244,1.699890592,101.5375345,0.8,341
15:35:45,244,1.699891592,101.5375345,0.7,337
15:35:48,244,1.699892592,101.5375335,1.3,2
15:35:50,244,1.699893592,101.5375335,1,348
15:35:52,244,1.699896592,101.5375325,1,347
15:35:54,243,1.699897032,101.5375314,1,64
15:35:56,243,1.699899032,101.5375304,0.8,344
15:35:59,242,1.699899453,101.5375282,0.9,26
15:36:01,242,1.699902453,101.5375282,1.2,357
15:36:03,242,1.699904453,101.5375272,1.4,341
15:36:05,242,1.699906453,101.5375272,1.6,333
15:36:07,241,1.699907855,101.5375261,1.5,337
15:36:09,241,1.699908855,101.5375251,1.2,344
15:36:11,241,1.699910855,101.5375251,1.2,348
15:36:14,240,1.699912237,101.5375231,1.3,338
15:36:16,241,1.699913855,101.5375231,1.3,350
15:36:18,240,1.699915237,101.5375201,1.5,14
15:36:20,241,1.699916855,101.5375191,1.2,49
15:36:22,240,1.699917237,101.5375161,1.3,272
15:36:25,240,1.699917237,101.5375141,1.5,17
15:36:27,240,1.699917237,101.5375121,1.4,58
15:36:29,240,1.699917237,101.5375091,1.8,337
15:36:31,240,1.699917237,101.5375071,1.6,54
15:36:33,240,1.699918237,101.5375051,1.4,336
15:36:36,240,1.699918237,101.5375041,1.2,60
15:36:38,240,1.699918237,101.5375021,1.1,37
15:36:40,240,1.699917237,101.5375011,1.2,45
15:36:42,240,1.699918237,101.5374991,1.2,339
15:36:44,240,1.699918237,101.5374991,2.3,105
15:36:46,241,1.699920855,101.5374991,1.6,178
15:36:49,241,1.699921855,101.5374991,1.9,45
15:36:51,241,1.699922855,101.5375001,2.1,13
15:36:53,241,1.699922855,101.5375001,1.6,347
15:36:55,241,1.699922855,101.5375001,1.3,311
15:36:57,242,1.699924453,101.5375012,1.5,277
15:37:00,242,1.699923453,101.5375022,1.5,332
15:37:02,242,1.699923453,101.5375022,2,357
15:37:04,243,1.699925032,101.5375044,1.7,27
15:37:06,243,1.699925032,101.5375054,1.4,1
15:37:08,243,1.699927032,101.5375054,1.7,333
15:37:10,243,1.699927032,101.5375064,1.3,325
15:37:13,244,1.699928592,101.5375075,1.5,12
15:37:15,244,1.699928592,101.5375075,1.1,346
15:37:17,244,1.699929592,101.5375075,0.8,12
15:37:19,245,1.699931132,101.5375086,0.7,337
15:37:21,245,1.699932132,101.5375086,1.2,341
15:37:24,246,1.699932652,101.5375098,1.6,25
15:37:26,246,1.699932652,101.5375098,2.1,315
15:37:28,246,1.699932652,101.5375098,1.9,345
15:37:30,247,1.699933152,101.5375109,2.3,47
15:37:32,247,1.699934152,101.5375119,2.5,355
15:37:35,248,1.699935632,101.5375131,2.2,323
15:37:37,248,1.699935632,101.5375141,3.2,332
15:37:39,249,1.699936092,101.5375162,2.6,348
15:37:41,249,1.699936092,101.5375172,1.9,6
15:37:43,250,1.699936531,101.5375194,2.5,145
15:37:45,250,1.699935531,101.5375194,1.9,7
15:37:47,250,1.699935531,101.5375204,2.4,126
15:37:50,251,1.69993495,101.5375226,2.8,337
15:37:52,250,1.699934531,101.5375214,2.3,187
15:37:54,251,1.69993495,101.5375226,2.7,182
15:37:56,251,1.69993495,101.5375216,2.1,188
15:37:58,252,1.699934348,101.5375228,1.2,140
15:38:01,252,1.699935348,101.5375218,0.5,147
15:38:03,252,1.699936348,101.5375218,0.6,246
15:38:05,252,1.699937348,101.5375218,0.7,169
15:38:07,253,1.699937725,101.537522,0.1,182
15:38:09,253,1.699936725,101.537521,0.3,116
15:38:11,253,1.699935725,101.53752,0.8,186
15:38:14,253,1.699935725,101.537519,1.9,158
15:38:16,254,1.699936081,101.5375192,1.9,145
15:38:18,254,1.699937081,101.5375192,1.7,157
15:38:20,254,1.699938081,101.5375192,2.3,272
15:38:22,255,1.699939416,101.5375194,2.1,287
15:38:25,255,1.699939416,101.5375184,1.5,13
15:38:27,255,1.699938416,101.5375174,2.6,11
15:38:29,255,1.699938416,101.5375164,1.9,258
15:38:31,256,1.699938731,101.5375166,1.7,123
15:38:33,256,1.699938731,101.5375156,1.4,236
15:38:36,257,1.699940023,101.5375148,1.3,113
15:38:38,257,1.699940023,101.5375138,1.2,110
15:38:40,257,1.699940023,101.5375128,1.9,230
15:38:42,258,1.699939295,101.5375141,1.8,271
15:38:44,258,1.699938295,101.5375131,1.9,130
15:38:47,258,1.699938295,101.5375121,1.2,94
15:38:49,258,1.699938295,101.5375121,1.7,140
15:38:51,259,1.699937545,101.5375123,1.3,148
15:38:53,259,1.699937545,101.5375123,0.9,139
15:38:55,259,1.699937545,101.5375123,0.6,151
15:38:58,259,1.699937545,101.5375133,0.5,175
15:39:00,260,1.699937773,101.5375145,0.4,49
15:39:02,260,1.699937773,101.5375135,1,290
15:39:04,260,1.699937773,101.5375135,1.2,18
15:39:06,261,1.69993798,101.5375158,1.2,24
15:39:08,261,1.69993698,101.5375148,1.3,76
15:39:11,261,1.69993698,101.5375148,1.2,74
15:39:13,261,1.69993598,101.5375148,1.2,90
15:39:15,262,1.699936166,101.537516,1.2,254
15:39:17,262,1.699936166,101.537515,1.2,182
15:39:19,262,1.699936166,101.537514,1,110
15:39:22,262,1.699936166,101.537513,1.2,18
15:39:24,262,1.699937166,101.537512,1.3,74
15:39:26,262,1.699938166,101.537511,1.4,185
15:39:28,262,1.699938166,101.53751,1.3,185
15:39:30,262,1.699938166,101.537508,1.4,157
15:39:33,262,1.699938166,101.537507,1.2,199
15:39:35,262,1.699938166,101.537506,1.3,73
15:39:37,263,1.69993933,101.5375062,2.3,107
15:39:39,263,1.69994033,101.5375052,1.3,170
15:39:41,262,1.699940166,101.537502,1.2,165
15:39:44,263,1.69994033,101.5375022,1.1,196
15:39:46,262,1.699941166,101.537499,1.3,191
15:39:48,263,1.69994133,101.5374992,1.4,173
15:39:50,263,1.69994133,101.5374982,2,351
15:39:52,263,1.69994133,101.5374962,1.9,64
15:39:55,263,1.69994133,101.5374962,1.6,140
15:39:57,263,1.69994133,101.5374952,1.6,140
15:39:59,263,1.69994233,101.5374942,1.5,283
15:40:01,263,1.69994233,101.5374932,1.7,156
15:40:03,263,1.69994333,101.5374932,1.7,171
15:40:06,263,1.69994433,101.5374922,1.1,182
15:40:08,263,1.69994433,101.5374922,1.1,194
15:40:10,263,1.69994533,101.5374912,1.1,232
15:40:12,263,1.69994533,101.5374912,1.2,85
15:40:14,263,1.69994633,101.5374912,1.1,146
15:40:17,263,1.69994733,101.5374912,1.1,220
15:40:19,263,1.69994733,101.5374902,1.2,300
15:40:21,263,1.69994733,101.5374902,0.8,17
15:40:23,262,1.699948166,101.537489,1.1,355
15:40:25,263,1.69994833,101.5374902,1.1,338
15:40:28,263,1.69994933,101.5374912,1.1,299
15:40:30,263,1.69994933,101.5374902,1.2,236
15:40:32,263,1.69994933,101.5374902,1.1,173
15:40:34,263,1.69994833,101.5374902,1.1,164
15:40:36,263,1.69994833,101.5374902,1.1,172
15:40:39,263,1.69994833,101.5374902,0.7,164
15:40:41,263,1.69994833,101.5374892,1.1,102
15:40:43,263,1.69994833,101.5374892,0.6,146
15:40:45,263,1.69994833,101.5374892,1.5,146
15:40:47,263,1.69994733,101.5374892,1.2,153
15:40:50,264,1.699947472,101.5374905,2.1,112
15:40:52,263,1.69994733,101.5374892,1.9,168
15:40:54,263,1.69994633,101.5374892,1.7,151
15:40:56,263,1.69994533,101.5374892,1.2,184
15:40:58,263,1.69994533,101.5374892,1.2,117
15:41:01,263,1.69994533,101.5374892,0.8,123
15:41:03,263,1.69994533,101.5374892,1.5,110
15:41:05,263,1.69994533,101.5374902,1.3,95
15:41:07,262,1.699945166,101.53749,1,107
15:41:09,263,1.69994533,101.5374912,1.1,11
15:41:12,262,1.699944166,101.537491,1.6,139
15:41:14,263,1.69994433,101.5374932,1.5,136
15:41:16,262,1.699944166,101.537493,1.2,171
15:41:18,263,1.69994333,101.5374952,1.5,110
15:41:20,262,1.699943166,101.537495,1.5,293
15:41:23,262,1.699942166,101.537496,1.7,309
15:41:25,262,1.699942166,101.537497,2.2,207
15:41:27,262,1.699942166,101.537498,1.8,283
15:41:29,263,1.69994133,101.5375002,1.4,175
15:41:31,263,1.69994133,101.5375012,1.3,130
15:41:34,262,1.699941166,101.537501,0.9,284
15:41:36,262,1.699941166,101.537503,1.4,341
15:41:38,263,1.69994133,101.5375052,2.1,270
15:41:40,262,1.699941166,101.537505,1.9,152
15:41:42,263,1.69994033,101.5375062,1.6,180
15:41:45,262,1.699940166,101.537506,1.4,249
15:41:47,262,1.699939166,101.537506,1.6,136
15:41:49,262,1.699939166,101.537506,1.7,17
15:41:51,262,1.699939166,101.537506,1.2,246
15:41:53,262,1.699939166,101.537506,2,113
15:41:56,262,1.699939166,101.537506,1.9,199
15:41:58,262,1.699939166,101.537506,1.2,195
15:42:00,262,1.699939166,101.537506,1.3,44
15:42:02,262,1.699939166,101.537506,1.9,189
15:42:04,262,1.699939166,101.537506,1.6,139
15:42:07,262,1.699939166,101.537506,1.4,182
15:42:09,262,1.699939166,101.537506,1.2,185
15:42:11,262,1.699939166,101.537506,1.2,164
15:42:13,262,1.699939166,101.537506,1.2,182
15:42:15,262,1.699939166,101.537506,1.3,155
15:42:18,262,1.699939166,101.537506,1.2,155
15:42:20,262,1.699939166,101.537506,1.2,144
15:42:22,262,1.699939166,101.537506,0.9,115
15:42:24,262,1.699939166,101.537506,0.8,84
15:42:26,262,1.699939166,101.537506,1.1,98
15:42:29,262,1.699939166,101.537506,0.7,96
15:42:31,262,1.699939166,101.537506,0.7,199
15:42:33,262,1.699939166,101.537506,0.7,3
15:42:35,262,1.699939166,101.537506,1,202
15:42:37,262,1.699939166,101.537506,1.1,21
15:42:40,262,1.699939166,101.537506,0.9,82
15:42:42,262,1.699939166,101.537506,0.7,70
15:42:44,262,1.699939166,101.537506,0.5,75
15:42:46,262,1.699939166,101.537506,0.6,215
15:42:48,262,1.699939166,101.537506,0.7,209
15:42:51,262,1.699939166,101.537506,1.1,130
15:42:53,262,1.699939166,101.537506,0.6,113
15:42:55,262,1.699939166,101.537506,0.7,120
15:42:57,262,1.699939166,101.537506,0.4,125
15:42:59,262,1.699939166,101.537506,0.9,254
15:43:02,262,1.699939166,101.537506,1.1,303
15:43:04,262,1.699939166,101.537506,0.9,342
15:43:06,262,1.699939166,101.537506,1.2,262
15:43:08,262,1.699939166,101.537506,1.1,183
15:43:10,262,1.699939166,101.537506,1,9
15:43:13,262,1.699939166,101.537506,0.8,1
15:43:15,262,1.699939166,101.537506,0.5,357
15:43:17,262,1.699939166,101.537506,1.1,313
15:43:19,262,1.699939166,101.537506,0.9,232
15:43:21,262,1.699939166,101.537506,0.9,171
15:43:24,262,1.699939166,101.537506,0.7,170
15:43:26,262,1.699939166,101.537506,0.7,161
15:43:28,262,1.699939166,101.537506,0.6,142
15:43:30,262,1.699939166,101.537506,0.2,196
15:43:32,262,1.699939166,101.537506,0.6,164
15:43:35,262,1.699939166,101.537506,0.2,163
15:43:37,262,1.699939166,101.537506,0.7,138
15:43:39,262,1.699939166,101.537506,0.6,201
15:43:41,262,1.699939166,101.537506,0.1,201
15:43:43,262,1.699939166,101.537506,0.3,164
15:43:46,262,1.699939166,101.537506,0.6,161
15:43:48,262,1.699939166,101.537506,0.6,121
15:43:50,262,1.699939166,101.537506,0.6,202
15:43:52,262,1.699939166,101.537506,0.9,191
15:43:54,262,1.699939166,101.537506,1.1,236
15:43:57,262,1.699939166,101.537506,1.1,335
15:43:59,262,1.699939166,101.537506,1.1,269
15:44:01,262,1.699939166,101.537506,0.9,296
15:44:03,262,1.699939166,101.537506,0.8,292
15:44:05,262,1.699939166,101.537506,0.6,24
15:44:08,262,1.699939166,101.537506,0.7,1
15:44:10,262,1.699939166,101.537506,1.8,19
15:44:12,262,1.699939166,101.537506,1.2,16
15:44:14,262,1.699939166,101.537506,1.3,5
15:44:16,262,1.699939166,101.537506,1.1,337
15:44:19,262,1.699939166,101.537506,1.2,335
15:44:21,262,1.699939166,101.537506,1.2,340
15:44:23,262,1.699939166,101.537506,1.2,324
15:44:25,262,1.699939166,101.537506,1.1,320
15:44:27,262,1.699939166,101.537506,1.2,131
15:44:30,262,1.699939166,101.537506,0.7,347
15:44:32,262,1.699939166,101.537506,1,316
15:44:34,250,1.699917531,101.5375244,1.2,282
15:44:36,250,1.699917531,101.5375264,1.4,253
15:44:38,250,1.699917531,101.5375274,1.8,186
15:44:41,250,1.699916531,101.5375274,1.2,168
15:44:43,249,1.699916092,101.5375272,2.6,74
15:44:45,249,1.699915092,101.5375272,1.4,119
15:44:47,249,1.699915092,101.5375282,1.2,126
15:44:49,249,1.699914092,101.5375272,0.9,83
15:44:52,248,1.699913632,101.5375261,1.1,208
15:44:54,248,1.699912632,101.5375251,1.2,179
15:44:56,249,1.699912092,101.5375252,1.5,110
15:44:58,248,1.699910632,101.5375231,1.2,151
15:45:00,248,1.699910632,101.5375221,1,165
15:45:03,248,1.699909632,101.5375221,1,158
15:45:05,248,1.699909632,101.5375221,0.9,175
15:45:07,247,1.699909152,101.5375209,0.6,119
15:45:09,247,1.699909152,101.5375209,0.5,252
15:45:11,246,1.699906652,101.5375198,1.4,70
15:45:14,247,1.699906152,101.5375209,1.2,152
15:45:16,246,1.699903652,101.5375198,1.1,134
15:45:18,247,1.699903152,101.5375209,1,107
15:45:20,246,1.699901652,101.5375198,0.7,164
15:45:22,246,1.699900652,101.5375208,1.7,339
15:45:25,246,1.699899652,101.5375208,1.5,160
15:45:27,245,1.699899132,101.5375196,1.2,216
15:45:29,246,1.699898652,101.5375218,1,326
15:45:31,245,1.699899132,101.5375216,2.3,343
15:45:33,245,1.699899132,101.5375216,1.7,31
