waktu,latitude,longitude,propeller_speed1,propeller_speed2,propeller_speed3,propeller_speed4,str1_target,str2_target,str3_target,str4_target,heading,heading_target,navigation_mode_text,position_error,dir_error,payout,lat_chute,long_chute,wind speed,wind direction
10:19:15,1.700227,101.537739,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002892371085323,101.53777494843793,2.9,336.0
10:19:17,1.700227,101.537739,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002892371085323,101.53777494843793,2.5,260.0
10:19:19,1.700227,101.537738,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002892371085323,101.53777394843793,1.3,289.0
10:19:21,1.700226,101.537738,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53777394843792,2.3,277.0
10:19:23,1.700226,101.537738,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53777394843792,1.6,341.0
10:19:25,1.700226,101.537737,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53777294843792,1.3,222.0
10:19:28,1.700226,101.537736,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.5377719484379,2.1,338.0
10:19:30,1.700226,101.537735,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53777094843791,1.7,321.0
10:19:32,1.700226,101.537735,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53776985629706,1.2,283.0
10:19:34,1.700226,101.537735,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53777094843791,1.0,346.0
10:19:36,1.700226,101.537735,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53777094843791,0.8,268.0
10:19:39,1.700226,101.537736,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.5377719484379,1.6,277.0
10:19:41,1.700226,101.537736,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.5377719484379,2.5,268.0
10:19:43,1.700226,101.537738,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53777285629707,2.4,99.0
10:19:45,1.700227,101.537738,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53777285629708,2.0,278.0
10:19:47,1.700227,101.537739,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53777385629708,2.9,296.0
10:19:49,1.700227,101.537739,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53777385629708,2.2,309.0
10:19:52,1.700227,101.537739,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53777385629708,2.6,270.0
10:19:54,1.700226,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53777485629706,2.7,208.0
10:19:56,1.700226,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53777485629706,2.3,262.0
10:19:58,1.700226,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53777485629706,2.5,232.0
10:20:00,1.700226,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53777485629706,1.8,253.0
10:20:02,1.700226,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53777485629706,2.1,226.0
10:20:05,1.700226,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53777485629706,5.0,10.0
10:20:07,1.700227,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53777485629708,2.7,316.0
10:20:09,1.700227,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53777485629708,3.7,271.0
10:20:11,1.700227,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53777485629708,1.7,101.0
10:20:13,1.700227,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53777485629708,2.1,194.0
10:20:16,1.700228,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002908547400573,101.5377748562971,1.9,238.0
10:20:18,1.700228,101.53774,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002908547400573,101.5377748562971,2.4,145.0
10:20:20,1.700228,101.537739,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002908547400573,101.53777385629711,2.6,280.0
10:20:22,1.700228,101.537739,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002908547400573,101.53777385629711,2.8,1.0
10:20:24,1.700228,101.537738,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002908547400573,101.53777285629711,2.4,328.0
10:20:27,1.700229,101.537738,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002918547400572,101.53777285629712,2.4,295.0
10:20:29,1.700229,101.537737,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53777294843798,4.8,232.0
10:20:31,1.700229,101.537737,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002918547400572,101.53777185629713,2.9,97.0
10:20:33,1.70023,101.537736,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002922371085323,101.53777194843798,1.9,319.0
10:20:35,1.70023,101.537736,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.700292854740057,101.53777085629713,2.1,281.0
10:20:37,1.70023,101.537736,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002922371085323,101.53777194843798,4.0,314.0
10:20:39,1.70023,101.537735,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002922371085323,101.53777094843798,3.9,298.0
10:20:42,1.700229,101.537734,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53776994843797,3.0,346.0
10:20:44,1.700228,101.537734,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53776994843795,2.5,257.0
10:20:46,1.700228,101.537733,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53776894843796,1.9,354.0
10:20:48,1.700228,101.537732,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53776794843796,1.3,328.0
10:20:50,1.700227,101.537732,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002892371085323,101.53776794843793,1.5,276.0
10:20:52,1.700227,101.537732,0,0,0,0,0,0,0,0,301,180,forward,0,0,163.0,1.7002886005189815,101.53776902962854,1.8,260.0
10:20:54,1.700226,101.537731,0,0,0,0,0,0,0,0,301,180,forward,0,0,163.0,1.7002876005189815,101.53776802962851,2.6,318.0
10:20:57,1.700226,101.53773,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53776594843791,2.9,270.0
10:20:59,1.700226,101.537729,0,0,0,0,0,0,0,0,301,180,forward,0,0,163.0,1.7002876005189815,101.53776602962851,2.7,281.0
10:21:01,1.700225,101.537729,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002872371085325,101.5377649484379,3.1,226.0
10:21:03,1.700225,101.537728,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002872371085325,101.5377639484379,2.8,166.0
10:21:05,1.700226,101.537727,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53776294843792,3.2,306.0
10:21:07,1.700226,101.537726,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53776194843792,2.3,298.0
10:21:10,1.700226,101.537726,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002882371085324,101.53776194843792,3.0,150.0
10:21:12,1.700226,101.537725,0,0,0,0,0,0,0,0,301,180,forward,0,0,163.0,1.7002876005189815,101.53776202962851,2.2,233.0
10:21:14,1.700227,101.537725,0,0,0,0,0,0,0,0,301,180,forward,0,0,163.0,1.7002886005189815,101.53776202962852,1.9,254.0
10:21:16,1.700227,101.537725,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002892371085323,101.53776094843792,3.2,152.0
10:21:18,1.700228,101.537725,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53776094843795,2.7,280.0
10:21:20,1.700228,101.537725,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53776094843795,1.8,291.0
10:21:22,1.700228,101.537725,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53776094843795,2.3,228.0
10:21:25,1.700228,101.537725,0,0,0,0,0,0,0,0,301,180,forward,0,0,163.0,1.7002896005189816,101.53776202962855,1.9,20.0
10:21:27,1.700228,101.537725,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53776094843795,1.6,280.0
10:21:29,1.700228,101.537725,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53776094843795,1.9,262.0
10:21:31,1.700228,101.537725,0,0,0,0,0,0,0,0,301,180,forward,0,0,163.0,1.7002896005189816,101.53776202962855,2.5,265.0
10:21:33,1.700229,101.537725,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53776094843796,2.2,280.0
10:21:35,1.700229,101.537725,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53776094843796,3.4,319.0
10:21:38,1.700229,101.537724,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775994843797,2.4,343.0
10:21:40,1.700228,101.537724,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002902371085324,101.53775994843795,3.6,264.0
10:21:42,1.700229,101.537724,0,0,0,0,0,0,0,0,301,180,forward,0,0,163.0,1.7002906005189815,101.53776102962857,2.6,347.0
10:21:44,1.700229,101.537724,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775994843797,2.7,295.0
10:21:46,1.700229,101.537723,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775894843797,2.4,301.0
10:21:49,1.700229,101.537723,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775894843797,3.1,276.0
10:21:51,1.700229,101.537723,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775894843797,2.6,308.0
10:21:53,1.700229,101.537722,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775794843797,1.4,327.0
10:21:55,1.700229,101.537722,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775794843797,1.7,214.0
10:21:57,1.700229,101.537723,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775894843797,2.4,251.0
10:21:59,1.700229,101.537722,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775794843797,1.9,213.0
10:22:02,1.700229,101.537722,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775794843797,1.5,358.0
10:22:04,1.700229,101.537722,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002912371085324,101.53775794843797,1.0,302.0
10:22:06,1.70023,101.537721,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002922371085323,101.53775694843799,1.3,250.0
10:22:08,1.70023,101.537721,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002922371085323,101.53775694843799,1.3,313.0
10:22:10,1.70023,101.537721,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002922371085323,101.53775694843799,1.4,249.0
10:22:12,1.700231,101.537721,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002932371085324,101.53775694843802,1.9,336.0
10:22:15,1.700231,101.537721,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002932371085324,101.53775694843802,3.2,326.0
10:22:17,1.700231,101.537721,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002932371085324,101.53775694843802,2.1,190.0
10:22:19,1.700231,101.53772,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002932371085324,101.537755948438,2.3,295.0
10:22:21,1.700231,101.53772,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002932371085324,101.537755948438,2.9,281.0
10:22:23,1.700231,101.53772,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002932371085324,101.537755948438,2.6,309.0
10:22:26,1.700231,101.53772,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002932371085324,101.537755948438,3.6,284.0
10:22:28,1.70023,101.53772,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002922371085323,101.53775594843798,2.7,273.0
10:22:30,1.70023,101.53772,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.700292854740057,101.53775485629713,2.1,189.0
10:22:32,1.700229,101.537719,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002918547400572,101.53775385629712,2.2,296.0
10:22:34,1.700229,101.537719,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002918547400572,101.53775385629712,2.0,110.0
10:22:37,1.700228,101.537719,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002908547400573,101.5377538562971,2.9,268.0
10:22:39,1.700228,101.53772,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002908547400573,101.5377548562971,2.0,240.0
10:22:41,1.700228,101.53772,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002908547400573,101.5377548562971,2.4,220.0
10:22:43,1.700227,101.537719,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002898547400571,101.53775385629707,2.3,286.0
10:22:45,1.700226,101.537719,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002888547400572,101.53775385629706,1.9,0.0
10:22:47,1.700225,101.53772,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002878547400573,101.53775485629704,1.8,186.0
10:22:50,1.700225,101.53772,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002872371085325,101.53775594843789,1.2,233.0
10:22:52,1.700224,101.53772,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002868547400571,101.53775485629703,1.5,229.0
10:22:54,1.700224,101.537719,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002868547400571,101.53775385629703,2.0,11.0
10:22:56,1.700224,101.537719,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002868547400571,101.53775385629703,2.9,306.0
10:22:58,1.700224,101.537719,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002868547400571,101.53775385629703,2.5,275.0
10:23:01,1.700224,101.537718,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002868547400571,101.53775285629703,2.2,324.0
10:23:03,1.700224,101.537718,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002868547400571,101.53775285629703,2.0,334.0
10:23:05,1.700224,101.537718,0,0,0,0,0,0,0,0,299,180,forward,0,0,163.0,1.7002868547400571,101.53775285629703,2.2,353.0
10:23:07,1.700225,101.537718,0,0,0,0,0,0,0,0,300,180,forward,0,0,163.0,1.7002872371085325,101.5377539484379,2.0,291.0
