waktu,heading,wind speed,wind direction
14:44:50,272,0.5,146
14:44:52,272,0.6,125
14:44:54,272,0.8,87
14:44:56,272,0.6,90
14:44:59,272,0.9,114
14:45:01,272,0.9,83
14:45:03,272,0.7,86
14:45:05,272,0.6,110
14:45:07,272,0.6,103
14:45:10,272,0.5,60
14:45:12,272,0.6,66
14:45:14,272,0.6,137
14:45:16,272,0.7,83
14:45:18,272,0.8,83
14:45:20,272,0.6,96
14:45:22,272,0.8,127
14:45:25,272,1.1,126
14:45:27,272,0.8,131
14:45:29,272,0.6,131
14:45:31,272,0.7,128
14:45:33,272,0.8,50
14:45:35,272,1,47
14:45:37,272,0.7,43
14:45:40,272,0.6,39
14:45:42,272,1,32
14:45:44,272,0.9,5
14:45:46,272,1.1,3
14:45:48,272,0.6,4
14:45:51,272,0.4,55
14:45:53,272,0.5,40
14:45:55,272,0.4,36
14:45:57,272,1,73
14:45:59,272,1,24
14:46:02,272,1,13
14:46:04,272,0.7,42
14:46:06,272,1.1,44
14:46:08,251,1.3,31
14:46:10,272,1.2,36
14:46:13,272,1,25
14:46:15,272,1.2,24
14:46:17,272,1.2,41
14:46:19,272,1,12
14:46:21,272,1.1,114
14:46:24,272,1,110
14:46:26,272,0.8,137
14:46:28,272,0.8,119
14:46:30,272,1,122
14:46:32,272,1.1,96
14:46:35,272,1.2,76
14:46:37,272,1.1,4
14:46:39,272,0.8,334
14:46:41,272,0.8,335
14:46:43,272,0.6,340
14:46:45,272,0.7,349
14:46:48,272,0.6,353
14:46:50,272,0.1,342
14:46:52,272,0.7,354
14:46:54,272,1.1,61
14:46:56,272,0.8,161
14:46:58,272,0.6,194
14:47:01,272,0.5,194
14:47:03,272,0.5,194
14:47:05,272,0.1,226
14:47:07,272,0,228
14:47:09,272,0.4,228
14:47:11,272,0.6,230
14:47:13,272,0,233
14:47:16,272,0.3,233
14:47:18,272,0.3,233
14:47:20,272,0,232
14:47:22,272,0.1,112
14:47:24,272,0.2,83
14:47:26,272,0.6,150
14:47:29,272,0.8,190
14:47:31,272,0.8,314
14:47:33,272,1.5,246
14:47:35,272,1.2,234
14:47:37,272,1,245
14:47:39,272,0.6,257
14:47:42,272,0.9,257
14:47:44,272,0.7,258
14:47:46,273,0.6,258
14:47:48,272,0.4,259
14:47:50,273,0.6,259
14:47:52,272,1.1,278
14:47:54,272,1,5
14:47:56,273,0.8,315
14:47:59,272,0.8,208
14:48:01,273,0.9,240
14:48:03,273,1.2,123
14:48:05,273,1.1,143
14:48:07,273,1.1,162
14:48:09,273,0.9,164
14:48:11,273,1.2,158
14:48:13,273,1,186
14:48:16,273,0.8,185
14:48:18,273,1,236
14:48:20,273,0.8,282
14:48:22,273,0.6,181
14:48:24,273,0.7,193
14:48:26,273,0.6,229
14:48:29,273,0.1,228
14:48:31,273,0.1,117
14:48:33,273,0,170
14:48:35,273,0,169
14:48:37,273,0,169
14:48:39,273,0,174
14:48:42,274,0.8,173
14:48:44,274,0.9,134
14:48:46,273,0.8,140
14:48:48,274,1,140
14:48:50,274,0.4,148
14:48:52,273,0.6,155
14:48:55,274,0.2,181
14:48:57,274,0.3,179
14:48:59,274,0,169
14:49:01,274,0,193
14:49:03,274,0,191
14:49:05,274,0,175
14:49:08,274,0.8,186
14:49:10,274,0.5,153
14:49:12,274,0.3,154
14:49:14,274,0.4,141
14:49:16,274,0.4,113
14:49:18,274,0.4,114
14:49:21,274,0.3,118
14:49:23,274,0.1,117
14:49:25,274,0.3,117
14:49:27,274,0.1,151
14:49:29,274,0.4,151
14:49:31,274,0,153
14:49:34,274,0,154
14:49:36,274,0.1,181
14:49:38,274,0,183
14:49:40,274,0,296
14:49:42,274,0.2,181
14:49:44,274,0.2,201
14:49:46,274,0.6,227
14:49:48,274,0.9,228
14:49:51,274,0.8,227
14:49:53,274,0.9,228
14:49:55,274,1,292
14:49:57,274,1.1,144
14:49:59,274,1.4,157
14:50:01,274,1.2,158
14:50:03,274,1.1,163
14:50:06,274,1.1,228
14:50:08,274,0.9,266
14:50:10,274,0.8,1
14:50:12,274,1,3
14:50:14,274,1,308
14:50:17,274,1,278
14:50:19,274,1,285
14:50:21,274,1,278
14:50:23,274,0.9,288
14:50:25,274,0.9,311
14:50:28,274,0.7,271
14:50:30,274,0.8,283
14:50:32,274,1.3,32
14:50:34,274,1.2,26
14:50:36,274,1.2,29
14:50:39,274,0.9,29
14:50:41,274,0.8,9
14:50:43,274,0.8,296
14:50:45,274,0.8,303
14:50:47,274,0.7,353
14:50:50,274,0.6,298
14:50:52,274,0.6,255
14:50:54,274,0.9,258
14:50:56,274,0.8,258
14:50:58,274,0.9,258
14:51:00,274,0.8,256
14:51:02,274,1,297
14:51:05,274,0.9,315
14:51:07,274,0.6,316
14:51:09,274,0.6,299
14:51:11,273,0.7,304
14:51:13,274,0.9,277
14:51:15,273,0.7,277
14:51:18,274,0.7,327
14:51:20,274,0.9,314
14:51:22,274,0.9,284
14:51:24,273,0.8,284
14:51:26,274,0.9,284
14:51:28,274,0.8,271
14:51:31,274,0.6,311
14:51:33,274,0.6,335
14:51:35,274,1,93
14:51:37,274,1.3,1
14:51:39,274,1.2,20
14:51:41,274,0.8,23
14:51:43,274,0.7,26
14:51:46,274,0.8,5
14:51:48,274,1,352
14:51:50,274,0.7,352
14:51:52,274,0.8,22
14:51:54,274,0.7,48
14:51:56,274,0.6,310
14:51:59,274,0.7,311
14:52:01,274,0.6,311
14:52:03,274,0.6,312
14:52:05,274,0.8,306
14:52:07,274,0.6,34
14:52:10,274,0.6,58
14:52:12,274,0.3,36
14:52:14,274,0.6,335
14:52:16,274,0.6,327
14:52:18,274,0.7,350
14:52:20,274,1.1,1
14:52:23,274,1.2,47
14:52:25,274,1.1,38
14:52:27,274,1,29
14:52:29,274,1.3,31
14:52:31,274,1.2,34
14:52:34,274,1.4,34
14:52:36,273,1.3,33
14:52:38,273,1.1,65
14:52:40,273,0.6,31
14:52:42,272,0.6,28
14:52:45,271,0.7,26
14:52:47,272,0.9,28
14:52:49,272,0.9,67
14:52:51,272,1.2,66
14:52:53,271,1,29
14:52:56,272,0.6,69
14:52:58,272,0.6,6
14:53:00,272,0.8,11
14:53:02,271,0.7,346
14:53:04,269,0.6,14
14:53:06,270,0.7,99
14:53:09,274,0.6,104
14:53:11,273,0.4,82
14:53:13,272,0.6,35
14:53:15,273,0.2,12
14:53:17,273,0.4,33
14:53:20,273,0.8,37
14:53:22,273,1,35
14:53:24,273,1,34
14:53:26,273,0.7,41
14:53:28,272,0.8,60
14:53:31,273,1,52
14:53:33,272,1,68
14:53:35,273,0.9,75
14:53:37,273,0.6,75
14:53:39,273,0.6,50
14:53:42,273,0.6,24
14:53:44,272,0.5,24
14:53:46,272,0.2,359
14:53:48,272,0.3,1
14:53:50,272,0,2
14:53:53,272,0.2,18
14:53:55,272,0.5,95
14:53:57,272,0.6,49
14:53:59,272,0.6,52
14:54:01,272,0.7,75
14:54:04,272,0.7,74
14:54:06,272,0.7,63
14:54:08,272,1,64
14:54:10,272,0.9,84
14:54:12,272,0.6,71
14:54:15,273,0.8,92
14:54:17,273,0.8,73
14:54:19,273,0.9,85
14:54:21,273,1,84
14:54:23,272,0.6,76
14:54:25,273,0.9,72
14:54:28,273,0.8,79
14:54:30,273,0.9,76
14:54:32,272,0.6,62
14:54:34,273,0.6,105
14:54:36,273,0.6,66
14:54:38,273,0.9,66
14:54:40,273,1,84
14:54:43,272,0.9,82
14:54:45,272,0.7,68
14:54:47,273,0.7,52
14:54:49,273,1,167
14:54:51,273,1.2,66
14:54:53,273,0.8,39
14:54:55,272,1.1,45
14:54:58,273,1.2,90
14:55:00,273,1.2,47
14:55:02,272,0.8,63
14:55:04,273,1.2,75
14:55:06,273,1.2,84
14:55:09,273,1,78
14:55:11,273,0.8,104
14:55:13,273,0.9,39
14:55:15,272,0.7,0
14:55:17,273,0.6,16
14:55:19,272,0.7,354
14:55:21,273,0.6,359
14:55:24,273,0.8,358
14:55:26,272,0.7,358
14:55:28,272,0.7,359
14:55:30,273,0.6,17
14:55:32,273,0.5,19
14:55:34,273,0.6,152
14:55:37,273,1.2,159
14:55:39,272,0.8,139
14:55:41,272,0.8,132
14:55:43,273,0.9,99
14:55:45,272,0.9,0
14:55:48,272,0.7,0
14:55:50,273,0.5,0
14:55:52,273,0.7,0
14:55:54,273,0.7,0
14:55:56,273,0.6,0
14:55:59,273,0.4,0
14:56:01,273,0.4,0
14:56:03,273,0.6,0
14:56:05,273,0.5,0
14:56:07,273,0.6,0
14:56:09,273,0.5,0
14:56:11,273,0.5,0
14:56:14,273,0.7,52
14:56:16,273,0.6,79
14:56:18,272,0.6,78
14:56:20,273,0.6,78
14:56:22,273,0.7,78
14:56:24,273,0.7,77
14:56:27,272,0.8,78
14:56:29,273,0.8,78
14:56:31,272,0.7,77
14:56:33,273,0.7,77
14:56:35,273,0.7,78
14:56:38,273,0.6,70
14:56:40,273,0.8,56
14:56:42,273,0.6,56
14:56:44,273,0.6,56
14:56:46,273,0.5,56
14:56:49,273,0.7,42
14:56:51,273,0.9,51
14:56:53,273,0.6,50
14:56:55,272,0.6,42
14:56:57,272,0.7,42
14:56:59,272,0.7,42
14:57:01,273,0.7,42
14:57:04,272,0.6,41
14:57:06,272,0.7,41
14:57:08,273,0.4,41
14:57:10,272,0.7,16
14:57:12,273,0.6,303
14:57:15,273,0.4,333
14:57:17,273,0.7,332
14:57:19,273,0.9,73
14:57:21,273,0.6,74
14:57:23,273,0.5,74
14:57:26,273,0.3,51
14:57:28,273,0.6,340
14:57:30,273,0.8,339
14:57:32,273,0.8,339
14:57:34,273,0.8,339
14:57:37,273,0.6,6
14:57:39,273,0.6,5
14:57:41,273,0.9,340
14:57:43,273,0.7,81
14:57:45,273,1,83
14:57:48,273,0.9,56
14:57:50,273,0.8,65
14:57:52,273,0.6,29
14:57:54,273,0.6,30
14:57:56,273,0.8,92
14:57:59,272,0.8,94
14:58:01,273,0.8,84
14:58:03,273,0.6,83
14:58:05,273,0.4,31
14:58:07,273,1,346
14:58:10,273,0.8,51
14:58:12,273,0.9,61
14:58:14,273,0.6,40
14:58:16,273,0.6,41
14:58:18,273,0.7,67
14:58:21,273,0.6,357
14:58:23,273,0.6,1
14:58:25,273,0.7,70
14:58:27,273,0.9,86
14:58:29,273,0.8,76
14:58:32,273,0.8,6
14:58:34,273,0.7,6
14:58:36,272,0.6,10
14:58:38,273,1,113
14:58:40,273,0.8,108
14:58:43,273,0.7,106
14:58:45,273,0.7,96
14:58:47,273,0.6,70
14:58:49,273,0.5,103
14:58:51,273,0.6,95
14:58:54,273,0.8,71
14:58:56,273,0.7,67
14:58:58,272,0.7,50
14:59:00,272,0.6,51
14:59:02,273,0.5,65
14:59:04,273,0.6,63
14:59:06,273,0.6,60
14:59:09,273,0.6,65
14:59:11,273,0.6,70
14:59:13,273,0.3,55
14:59:15,273,0.4,79
14:59:17,273,0,79
14:59:19,273,0,79
14:59:21,273,0,52
14:59:24,273,0,23
14:59:26,273,0.2,20
14:59:28,273,0.1,20
14:59:30,273,0,19
14:59:32,273,0,5
14:59:34,272,0.1,3
14:59:37,273,0,3
14:59:39,273,0,3
14:59:41,273,0,339
14:59:43,273,0.4,151
14:59:45,273,0.6,183
14:59:47,272,0,184
14:59:50,273,0.2,185
14:59:52,273,0.7,157
14:59:54,273,0.7,118
14:59:56,272,0.6,144
14:59:58,273,1,147
15:00:00,273,0.7,124
15:00:03,273,0.8,133
15:00:05,273,0.8,131
15:00:07,273,1,216
15:00:09,273,1,207
15:00:11,274,0.9,208
15:00:13,274,0.9,208
15:00:15,274,0.7,207
15:00:18,274,0.6,208
15:00:20,274,0.7,208
15:00:22,274,0.8,208
15:00:24,274,0.8,208
15:00:26,274,0.8,208
15:00:28,274,0.6,208
15:00:31,274,0.8,208
15:00:33,274,1.1,202
15:00:35,274,0.9,203
15:00:37,274,0.7,194
15:00:39,274,0.8,194
15:00:41,274,0.6,196
15:00:44,274,0.7,196
15:00:46,274,0.5,208
15:00:48,274,0.5,206
15:00:50,274,0.4,207
15:00:52,274,0.9,212
15:00:55,274,1.1,228
15:00:57,274,1,244
15:00:59,274,1.1,250
15:01:01,274,0.9,251
15:01:03,274,0.9,331
15:01:06,274,0.8,110
15:01:08,274,1.2,126
15:01:10,274,0.8,3
15:01:12,274,0.9,153
15:01:14,274,1,276
15:01:17,274,0.8,117
15:01:19,274,0.8,105
15:01:21,274,0.7,105
15:01:23,274,0.7,105
15:01:25,274,1,245
15:01:28,274,1.2,151
15:01:30,274,1.9,219
15:01:32,274,1.3,219
15:01:34,275,1.2,219
15:01:36,275,0.9,255
15:01:39,274,0.8,261
15:01:41,274,0.7,261
15:01:43,274,0.7,205
15:01:45,274,0.6,188
15:01:47,274,0.7,187
15:01:50,274,0.2,296
15:01:52,275,0.6,338
15:01:54,274,0.4,328
15:01:56,274,0.3,328
15:01:58,274,0.1,336
15:02:01,274,0.1,333
15:02:03,274,0.2,307
15:02:05,274,0,308
15:02:07,274,0,308
15:02:09,274,0,308
15:02:12,274,0,341
15:02:14,274,0,341
15:02:16,274,0,341
15:02:18,274,0,329
15:02:20,274,0,311
15:02:23,274,0,296
15:02:25,274,0,296
15:02:27,274,0.1,310
15:02:29,274,0,313
15:02:31,274,0,313
15:02:34,274,0.2,313
15:02:36,274,0,313
15:02:38,274,0,314
15:02:40,274,0,313
15:02:42,275,0.1,319
15:02:45,274,0.5,110
15:02:47,274,0.5,124
15:02:49,274,0.1,292
15:02:51,274,0.5,278
15:02:53,274,0.3,279
15:02:56,274,0.6,282
15:02:58,274,0.6,282
15:03:00,274,0.7,302
15:03:02,274,0.6,321
15:03:04,274,0.2,321
15:03:07,274,0.6,307
15:03:09,274,0.3,303
15:03:11,274,0.7,303
15:03:13,274,0.6,304
15:03:15,274,0.2,303
15:03:18,274,0.6,303
15:03:20,274,0.9,303
15:03:22,274,1,304
15:03:24,274,1.1,303
15:03:26,274,0.7,304
15:03:29,274,0.5,303
15:03:31,274,0.5,303
15:03:33,274,0.6,303
15:03:35,274,0.2,304
15:03:37,274,0.8,303
15:03:40,274,0.7,304
15:03:42,274,0.5,304
15:03:44,274,0.6,304
15:03:46,274,0.5,303
15:03:48,274,0.4,303
15:03:51,274,0.6,303
15:03:53,274,0.6,304
15:03:55,274,0.5,304
15:03:57,274,0.5,304
15:03:59,274,0.6,304
15:04:02,274,0.2,303
15:04:04,274,0.5,303
15:04:06,274,0.4,304
15:04:08,274,0.6,303
15:04:10,274,0.6,303
15:04:12,274,0.5,303
15:04:15,274,0.5,303
15:04:17,274,0.7,304
15:04:19,274,0.6,303
15:04:21,274,0.6,303
15:04:23,274,0.6,303
15:04:25,274,0.3,303
15:04:28,274,0.3,303
15:04:30,274,0.6,303
15:04:32,274,0.2,303
15:04:34,274,0.3,303
15:04:36,274,0,303
15:04:38,274,0.3,303
15:04:40,274,0,303
15:04:43,274,0,303
15:04:45,274,0,303
15:04:47,274,0,304
15:04:49,274,0.1,304
15:04:51,275,0.1,304
15:04:54,274,0,303
15:04:56,274,0,303
15:04:58,274,0,303
15:05:00,274,0,304
15:05:02,274,0.1,304
15:05:05,275,0,304
15:05:07,275,0,304
15:05:09,274,0,304
15:05:11,274,0,303
15:05:13,274,0,303
15:05:15,274,0,303
15:05:18,275,0,304
15:05:20,274,0,304
15:05:22,275,0,304
15:05:24,274,0,304
15:05:26,274,0,303
15:05:28,275,0.2,303
15:05:31,274,0,303
15:05:33,274,0.2,303
15:05:35,275,0,303
15:05:37,275,0,303
15:05:39,275,0,303
15:05:42,274,0,303
15:05:44,274,0,304
15:05:46,274,0,304
15:05:48,274,0,304
15:05:50,275,0,303
15:05:53,275,0,303
15:05:55,275,0,303
15:05:57,274,0,304
15:05:59,275,0,304
15:06:01,275,0,303
15:06:04,274,0.1,304
15:06:06,275,0.1,304
15:06:08,275,0.6,304
15:06:10,275,0.8,304
15:06:12,275,0.5,303
15:06:15,275,0.3,303
15:06:17,275,0.5,303
15:06:19,275,0.4,304
15:06:21,275,0.3,304
15:06:23,275,0.2,303
15:06:26,275,0.6,303
15:06:28,275,0.2,303
15:06:30,275,0.4,303
15:06:32,274,0,304
15:06:34,275,0.4,304
15:06:37,275,0.1,304
15:06:39,275,0.3,304
15:06:41,274,0.2,303
15:06:43,274,0,303
15:06:45,274,0,303
15:06:47,275,0,303
15:06:50,275,0,303
15:06:52,275,0,303
15:06:54,274,0,304
15:06:56,275,0.1,304
15:06:58,275,0,304
15:07:00,275,0,303
15:07:03,274,0.1,303
15:07:05,274,0,304
15:07:07,274,0,304
15:07:09,274,0,303
15:07:11,274,0,303
15:07:14,273,0,303
15:07:16,274,0,304
15:07:18,274,0,304
15:07:20,274,0,303
15:07:22,274,0,304
15:07:25,274,0,303
15:07:27,274,0,304
15:07:29,274,0,303
15:07:31,274,0,304
15:07:33,274,0.1,303
15:07:36,274,0,303
15:07:38,274,0,303
15:07:40,273,0,304
15:07:42,274,0,304
15:07:44,274,0,303
15:07:47,274,0,303
15:07:49,274,0,303
15:07:51,274,0,303
15:07:53,274,0,303
15:07:55,273,0,303
15:07:57,274,0,303
15:08:00,274,0.1,303
15:08:02,273,0.1,304
15:08:04,274,0,304
15:08:06,274,0,303
15:08:08,274,0,303
15:08:10,274,0,304
15:08:12,274,0,304
15:08:14,274,0,303
15:08:17,274,0,303
15:08:19,274,0,304
15:08:21,274,0,304
15:08:23,274,0,303
15:08:25,274,0,304
15:08:28,274,0,304
15:08:30,274,0,304
15:08:32,274,0,304
15:08:34,274,0,304
15:08:36,274,0,304
15:08:38,274,0,303
15:08:41,274,0,303
15:08:43,274,0.1,304
15:08:45,274,0.1,304
15:08:47,274,0.5,304
15:08:49,274,0.3,304
15:08:52,274,0.6,304
15:08:54,274,0.5,304
15:08:56,275,0.2,304
15:08:58,275,0,304
15:09:00,275,0,304
15:09:03,275,0.1,304
15:09:05,275,0.6,304
15:09:07,275,0.4,304
15:09:09,275,0.2,304
15:09:11,275,0.3,304
15:09:14,275,0,304
15:09:16,275,0.4,305
15:09:18,275,0,304
15:09:20,276,0.2,304
15:09:22,275,0.2,304
15:09:25,276,0.2,304
15:09:27,275,0,304
15:09:29,275,0,305
15:09:31,276,0,305
15:09:33,276,0,304
15:09:36,276,0,305
15:09:38,276,0,305
15:09:40,276,0,304
15:09:42,276,0,305
15:09:44,276,0.1,305
15:09:47,276,0.1,305
15:09:49,276,0.1,305
15:09:51,275,0.1,304
15:09:53,275,0,305
15:09:55,276,0,304
15:09:58,276,0,304
15:10:00,276,0,304
15:10:02,276,0,304
15:10:04,276,0,304
15:10:06,276,0,304
15:10:09,276,0,304
15:10:11,276,0,304
15:10:13,276,0,304
15:10:15,276,0,304
15:10:17,275,0,304
15:10:20,276,0.4,304
15:10:22,276,0.3,304
15:10:24,276,0.6,304
15:10:26,276,0.2,304
15:10:28,276,0.6,304
15:10:31,276,0.6,304
15:10:33,276,0.4,304
15:10:35,276,0.6,304
15:10:37,276,0.6,304
15:10:39,275,0.7,304
15:10:42,276,0.2,304
15:10:44,275,0.6,304
15:10:46,275,0.4,304
15:10:48,276,0.6,304
15:10:50,276,0.6,304
15:10:52,276,0,304
15:10:55,275,0.2,304
15:10:57,276,0,304
15:10:59,276,0,304
15:11:01,276,0,304
15:11:03,276,0,304
15:11:05,276,0,304
15:11:07,276,0,304
15:11:10,276,0,304
15:11:12,276,0,304
15:11:14,276,0,304
15:11:16,276,0,304
15:11:18,276,0,304
15:11:20,276,0,304
15:11:23,276,0.2,304
15:11:25,276,0.7,304
15:11:27,276,0.7,304
15:11:29,276,0.6,304
15:11:31,276,0.5,304
15:11:33,276,0.6,304
15:11:35,276,0.5,305
15:11:38,276,0.3,305
15:11:40,276,0.5,305
15:11:42,276,0.9,304
15:11:44,276,1,310
15:11:46,276,0.7,311
15:11:49,276,0.7,310
15:11:51,276,0.9,311
15:11:53,276,1,311
15:11:55,275,0.8,311
15:11:57,276,0.6,311
15:11:59,276,0.6,311
15:12:01,276,1,310
15:12:04,276,1.3,306
15:12:06,276,1.1,311
15:12:08,276,0.8,333
15:12:10,276,0.8,333
15:12:12,276,0.6,332
15:12:14,276,1.2,332
15:12:16,276,1.2,333
15:12:19,276,1.3,268
15:12:21,276,1.1,233
15:12:23,276,1.2,239
15:12:25,276,1.2,295
15:12:27,276,0.9,292
15:12:29,276,0.8,327
15:12:31,276,1.1,328
15:12:34,276,1.2,317
15:12:36,276,1.2,356
15:12:38,276,1.6,31
15:12:40,276,1.1,29
15:12:42,276,0.8,24
15:12:44,276,0.6,220
15:12:47,276,0.6,212
15:12:49,276,0.3,269
15:12:51,276,0.6,282
15:12:53,276,0.7,282
15:12:55,276,0.6,282
15:12:57,276,0.5,285
15:12:59,276,0.6,341
15:13:02,276,0.8,219
15:13:04,276,0.7,210
15:13:06,275,0.6,213
15:13:08,276,0.3,213
15:13:10,276,0.7,212
15:13:12,275,0.6,212
15:13:15,276,0.5,208
15:13:17,276,0.1,176
15:13:19,276,0.1,106
15:13:21,276,0.2,121
15:13:23,276,0,111
15:13:25,276,0.2,110
15:13:27,276,0.3,110
15:13:29,276,0,110
15:13:32,276,0.1,112
15:13:34,276,0.2,131
15:13:36,276,0.2,130
15:13:38,276,0,153
15:13:40,276,0,167
15:13:42,276,0,167
15:13:44,276,0,127
15:13:47,276,0,120
15:13:49,276,0,117
15:13:51,276,0,117
15:13:53,276,0,117
15:13:55,276,0.1,117
15:13:57,276,0,117
15:13:59,276,0,117
15:14:01,276,0,117
15:14:04,276,0,117
15:14:06,276,0,117
15:14:08,276,0,117
15:14:10,276,0,117
15:14:12,276,0,117
15:14:15,276,0,117
15:14:17,276,0,117
15:14:19,276,0,117
15:14:21,276,0,117
15:14:23,276,0,117
15:14:26,276,0.1,117
15:14:28,276,0,118
15:14:30,276,0,117
15:14:32,276,0,117
15:14:34,276,0,117
15:14:36,276,0,117
15:14:38,276,0,117
15:14:41,276,0,117
15:14:43,276,0,117
15:14:45,275,0,117
15:14:47,276,0,117
15:14:49,276,0,117
15:14:51,276,0,117
15:14:54,275,0,117
15:14:56,276,0,118
15:14:58,276,0,118
15:15:00,276,0,118
15:15:02,276,0,118
15:15:04,276,0,117
15:15:06,276,0,117
15:15:09,276,0,117
15:15:11,276,0,118
15:15:13,276,0,117
15:15:15,276,0,117
15:15:17,276,0,124
15:15:19,276,0,123
15:15:22,276,0,123
15:15:24,276,0,123
15:15:26,276,0,123
15:15:28,276,0,123
15:15:30,276,0,123
15:15:32,276,0,123
15:15:34,276,0,123
15:15:37,276,0,123
15:15:39,276,0,123
15:15:41,276,0,123
15:15:43,276,0,123
15:15:45,275,0,123
15:15:47,276,0,122
15:15:50,276,0,122
15:15:52,276,0,122
15:15:54,275,0,122
15:15:56,276,0,122
15:15:58,275,0,122
15:16:01,276,0,122
15:16:03,276,0,122
15:16:05,276,0,122
15:16:07,275,0,122
15:16:09,275,0,122
15:16:11,276,0,122
15:16:14,276,0,122
15:16:16,276,0,122
15:16:18,276,0,122
15:16:20,276,0,123
15:16:22,276,0,123
15:16:24,276,0.1,123
15:16:26,276,0,123
15:16:29,276,0.1,123
15:16:31,275,0,123
15:16:33,276,0,123
15:16:35,275,0,123
15:16:37,276,0,123
15:16:39,275,0,123
15:16:42,276,0.1,113
15:16:44,276,0,113
15:16:46,275,0,113
15:16:48,276,0,113
15:16:50,275,0,113
15:16:52,276,0,113
15:16:55,275,0.4,113
15:16:57,276,0.2,113
15:16:59,276,0.5,114
15:17:01,275,0.4,113
15:17:03,276,0.7,113
15:17:05,275,0.5,113
15:17:08,275,0.3,114
15:17:10,276,0.3,114
15:17:12,276,0.5,114
15:17:14,276,0.6,111
15:17:16,276,0.6,111
15:17:18,275,0.7,111
15:17:20,276,0.4,111
15:17:22,276,0.4,111
15:17:25,276,0.4,110
15:17:27,276,0.6,110
15:17:29,276,0.3,110
15:17:31,276,0.6,110
15:17:33,277,0.4,110
15:17:35,276,0.5,110
15:17:38,277,0.5,110
15:17:40,276,0.5,110
15:17:42,277,0.4,110
15:17:44,277,0.6,112
15:17:46,277,0.3,113
15:17:48,277,0.4,113
15:17:50,277,0.6,113
15:17:52,277,0.5,105
15:17:55,277,0.4,105
15:17:57,277,0.6,106
15:17:59,277,0.2,112
15:18:01,277,0.7,111
15:18:03,277,1,111
15:18:05,276,0.9,110
15:18:07,277,0.7,107
15:18:10,277,0.5,94
15:18:12,277,0.7,95
15:18:14,277,1,95
15:18:16,277,1,95
15:18:18,277,0.9,95
15:18:20,277,0.9,89
15:18:22,277,0.9,42
15:18:24,277,1.5,94
15:18:27,277,1.2,85
15:18:29,276,0.8,38
15:18:31,277,0.8,72
15:18:33,277,0.9,1
15:18:35,277,0.6,24
15:18:37,277,0.6,66
15:18:39,276,0.8,95
15:18:42,277,1.1,226
15:18:44,277,1.4,226
15:18:46,276,1.2,212
15:18:48,277,1,213
15:18:50,277,1.1,213
15:18:52,277,0.9,213
15:18:55,277,0.9,213
15:18:57,277,0.6,212
15:18:59,276,1.1,213
15:19:01,277,1.1,214
15:19:03,277,0.7,212
15:19:06,277,1,212
15:19:08,277,1,212
15:19:10,277,0.9,212
15:19:12,277,0.6,212
15:19:14,277,0.6,214
15:19:16,277,0.6,214
15:19:18,277,0.7,214
15:19:21,277,0.7,220
15:19:23,276,1,220
15:19:25,277,0.8,221
15:19:27,277,0.7,223
15:19:29,277,0.8,250
15:19:31,277,0.6,264
15:19:33,277,0.4,256
15:19:36,277,0.6,252
15:19:38,277,0.8,224
15:19:40,277,0.9,224
15:19:42,277,0.6,224
15:19:44,276,0.9,241
15:19:46,277,0.6,269
15:19:49,277,0.6,269
15:19:51,277,0.6,269
15:19:53,277,0.7,265
15:19:55,277,0.6,264
15:19:57,277,0.6,271
15:19:59,277,0.7,271
15:20:02,277,0.6,268
15:20:04,277,1.1,271
15:20:06,277,0.8,217
15:20:08,277,1.1,116
15:20:10,277,1,164
15:20:12,277,0.8,163
15:20:15,277,0.9,165
15:20:17,276,0.6,216
15:20:19,276,0.4,176
15:20:21,277,0.6,177
15:20:23,276,0.7,177
15:20:25,276,0.6,177
15:20:28,277,0.6,189
15:20:30,277,0.7,190
15:20:32,276,0.6,188
15:20:34,277,0.5,202
15:20:36,276,0.7,216
15:20:39,277,0.6,212
15:20:41,277,0.5,216
15:20:43,276,0.7,247
15:20:45,277,0.8,259
15:20:47,276,0.9,229
15:20:50,277,0.9,233
15:20:52,277,1,225
15:20:54,276,0.5,226
15:20:56,277,0.9,253
15:20:58,277,0.9,253
15:21:01,277,1,285
15:21:03,277,1.2,329
15:21:05,277,1.3,347
15:21:07,277,1.2,341
15:21:09,278,1.5,273
15:21:12,277,1.2,266
15:21:14,277,1.1,342
15:21:16,277,0.9,342
15:21:18,278,1,342
15:21:20,277,1,357
15:21:23,278,0.9,77
15:21:25,277,1.2,172
15:21:27,277,1.5,60
15:21:29,278,1.2,359
15:21:31,277,0.9,0
15:21:34,278,0.7,43
15:21:36,277,1.4,298
15:21:38,277,1.6,309
15:21:40,278,1.5,60
15:21:42,277,1.2,309
15:21:45,277,0.9,171
15:21:47,277,1.6,86
15:21:49,278,1.2,103
15:21:51,278,1.1,55
15:21:53,278,0.8,145
15:21:56,278,1.1,92
15:21:58,278,1.2,32
15:22:00,277,1.5,133
15:22:02,278,1.5,136
15:22:04,277,1.4,54
15:22:06,278,1.2,41
15:22:08,277,1.5,58
15:22:11,278,1.5,167
15:22:13,278,1.2,69
15:22:15,278,1.2,351
15:22:17,278,1.2,352
15:22:19,278,1.5,5
15:22:21,277,1.7,278
15:22:24,277,1.2,30
15:22:26,277,1.2,15
15:22:28,277,0.9,337
15:22:30,277,0.7,52
15:22:32,277,1.1,41
15:22:34,277,1.2,102
