date,val latitude,val longitude,propeller speed1,propeller speed2,propeller speed3,propeller speed4,str1 target,str2 target,str3 target,str4 target,heading,heading target,mode,position_error,dir_error,payout,lat chute,long chute
8:5:1,1.153461,103.894775,0,0,0,0,-59,65,77,-74,98,180,forward,0,0,59.0,1.1534023362970511,103.89467602094325
8:5:4,1.15329747,103.89445135,0,0,0,0,-59,65,77,-74,98,180,forward,0,0,60.0,1.1532388062970511,103.89435237094895
8:5:6,1.15329576,103.8944604,0,0,0,0,-59,65,77,-74,97,180,forward,0,0,60.0,1.1532353781591276,103.89436246005423
8:5:8,1.15329416,103.89446916,0,0,0,0,-60,64,77,-74,97,180,forward,0,0,61.0,1.1532337781591275,103.89437122005428
8:5:10,1.15329342,103.89447338,0,0,0,0,-60,64,77,-75,96,180,forward,0,0,62.0,1.1532313384140978,103.89437650899298
8:5:12,1.15329207,103.8944814,0,0,0,0,-60,64,77,-75,95,180,forward,0,0,62.0,1.1532283075797205,103.89438562743956
8:5:14,1.15329095,103.89448872,0,0,0,0,-60,64,77,-75,94,180,forward,0,0,63.0,1.153225526167994,103.89439407505937
8:5:16,1.15329045,103.89449208,0,0,0,0,-60,64,77,-75,93,180,forward,0,0,64.0,1.1532233846850009,103.89439859150893
8:5:18,1.1532896400000001,103.89449816,0,0,0,0,-60,64,77,-75,91,180,forward,0,0,64.0,1.1532193534990367,103.89440706947958
8:5:20,1.153289,103.89450355,0,0,0,0,-60,64,77,-75,90,180,forward,0,0,65.0,1.1532171347772704,103.89441370027025
8:5:22,1.15328848,103.89450844,0,0,0,0,-60,64,77,-75,88,180,forward,0,0,66.0,1.1532137634804926,103.89441876357257
8:5:24,1.15328826,103.89451064,0,0,0,0,68,-62,-49,57,88,180,forward,0,0,66.0,1.1532133034804928,103.89442335357258
8:5:26,1.15328804,103.8945149,0,0,0,0,78,-75,-60,65,86,180,forward,0,0,67.0,1.153210083506688,103.89443028321996
8:5:28,1.15328814,103.8945196,0,0,0,0,78,-75,-60,65,85,180,forward,0,0,68.0,1.1532086189125588,103.89443393691157
8:5:30,1.1532883,103.89452219,0,0,0,0,78,-75,-60,65,84,180,forward,0,0,68.0,1.1532074385108622,103.89444034595984
8:5:32,1.15328884,103.8945279,0,0,0,0,78,-75,-60,65,83,180,forward,0,0,69.0,1.1532065627403583,103.89444747993858
8:5:34,1.1532896,103.89453437,0,0,0,0,78,-75,-60,65,82,180,forward,0,0,70.0,1.1532055220323048,103.89445206841405
8:5:36,1.15329009,103.89453789,0,0,0,0,78,-75,-60,65,81,180,forward,0,0,70.0,1.153205056810325,103.89446039094501
8:5:39,1.1532912,103.89454548,0,0,0,0,78,-75,-60,65,81,180,forward,0,0,71.0,1.1532061668103248,103.894467980945
8:5:41,1.15329245,103.89455373,0,0,0,0,78,-75,-59,65,80,180,forward,0,0,72.0,1.1532060774902781,103.89447772708291
8:5:43,1.15329313,103.89455807,0,0,0,0,78,-75,-59,66,80,180,forward,0,0,72.0,1.1532067574902782,103.8944820670829
8:5:45,1.15329453,103.89456712,0,0,0,0,78,-75,-59,66,80,180,forward,0,0,73.0,1.1532081574902782,103.89449111708286
8:5:47,1.15329594,103.89457653,0,0,0,0,78,-75,-59,66,80,180,forward,0,0,74.0,1.1532095674902783,103.89450052708283
8:5:49,1.1532966199999999,103.89458133,0,0,0,0,78,-75,-59,66,80,180,forward,0,0,74.0,1.1532102474902781,103.8945053270828
8:5:51,1.15329789,103.894591,0,0,0,0,78,-75,-59,65,80,180,forward,0,0,75.0,1.1532115174902782,103.89451499708278
8:5:53,1.15329899,103.89460062,0,0,0,0,78,-75,-59,65,80,180,forward,0,0,76.0,1.1532120874902783,103.89451982708276
8:5:55,1.15329945,103.89460536,0,0,0,0,78,-75,-60,65,81,180,forward,0,0,76.0,1.1532144168103249,103.89452786094476
8:5:57,1.15330019,103.89461458,0,0,0,0,78,-75,-60,65,82,180,forward,0,0,77.0,1.1532165220323047,103.89453560841375
8:5:59,1.1533006399999999,103.89462332,0,0,0,0,78,-75,-60,65,83,180,forward,0,0,78.0,1.153218362740358,103.89454289993824
8:6:1,1.15330075,103.89462745,0,0,0,0,78,-75,-60,65,83,180,forward,0,0,78.0,1.1532184727403583,103.89454702993824
8:6:3,1.15330079,103.89463421,0,0,0,0,78,-75,-60,65,84,180,forward,0,0,79.0,1.1532199285108622,103.89455236595948
8:6:5,1.15330058,103.89464112,0,0,0,0,77,-75,-60,65,86,180,forward,0,0,80.0,1.153222623506688,103.89455650321959
8:6:8,1.15330039,103.89464421,0,0,0,0,77,-75,-60,65,87,180,forward,0,0,80.0,1.1532239218471203,103.89455824530306
8:6:10,1.1532998700000001,103.89464984,0,0,0,0,77,-75,-61,64,88,180,forward,0,0,81.0,1.1532249134804928,103.89456255357223
8:6:12,1.1532992499999999,103.89465479,0,0,0,0,61,-52,-42,52,90,180,forward,0,0,82.0,1.1532273847772703,103.89456494026994
8:6:14,1.15329898,103.89465701,0,0,0,0,-60,64,77,-75,90,180,forward,0,0,82.0,1.1532271147772704,103.89456716026994
8:6:16,1.1532985,103.89466158,0,0,0,0,-60,64,77,-75,92,180,forward,0,0,83.0,1.153229813630752,103.8945692764357
8:6:18,1.15329802,103.89466658,0,0,0,0,-60,64,77,-75,93,180,forward,0,0,84.0,1.1532309546850008,103.89457309150868
8:6:20,1.15329777,103.8946693,0,0,0,0,-61,64,77,-75,94,180,forward,0,0,84.0,1.153232346167994,103.89457465505915
8:6:22,1.15329718,103.89467526,0,0,0,0,-61,64,77,-75,95,180,forward,0,0,85.0,1.1532334175797205,103.89457948743939
8:6:24,1.15329645,103.89468193,0,0,0,0,-61,64,77,-75,96,180,forward,0,0,86.0,1.1532343684140978,103.89458505899289
8:6:26,1.15329555,103.89468931,0,0,0,0,-61,63,77,-75,97,180,forward,0,0,87.0,1.1532356481591275,103.89458760005422
8:6:28,1.15329504,103.89469325,0,0,0,0,-62,63,76,-76,97,180,forward,0,0,87.0,1.1532346581591275,103.89459531005426
8:6:30,1.15329387,103.89470158,0,0,0,0,-62,63,76,-76,97,180,forward,0,0,88.0,1.1532334881591275,103.8946036400543
8:6:32,1.15329257,103.89471041,0,0,0,0,-62,63,76,-76,98,180,forward,0,0,89.0,1.1532339062970511,103.89461143094913
8:6:34,1.1532919,103.89471493,0,0,0,0,-82,82,97,-97,98,180,forward,0,0,89.0,1.153233236297051,103.89461595094915
8:6:36,1.15329052,103.89472407,0,0,0,0,-82,82,97,-97,98,180,forward,0,0,90.0,1.1532318562970512,103.89462509094919
8:6:39,1.15328918,103.89473323,0,0,0,0,-82,82,97,-97,98,180,forward,0,0,91.0,1.153230516297051,103.89463425094924
8:6:41,1.15328853,103.89473778,0,0,0,0,-82,82,97,-97,97,180,forward,0,0,91.0,1.1532281481591276,103.89463984005448
8:6:43,1.15328733,103.89474675,0,0,0,0,-82,82,97,-97,97,180,forward,0,0,92.0,1.1532269481591275,103.89464881005452
8:6:45,1.15328627,103.8947554,0,0,0,0,-82,82,97,-97,96,180,forward,0,0,93.0,1.1532241884140977,103.89465852899322
8:6:47,1.15328539,103.8947636,0,0,0,0,-82,82,97,-97,95,180,forward,0,0,93.0,1.1532216275797205,103.89466782743979
8:6:49,1.15328506,103.89476748,0,0,0,0,-82,82,97,-97,95,180,forward,0,0,94.0,1.1532212975797205,103.8946717074398
8:6:51,1.1532844899999999,103.89477472,0,0,0,0,-82,82,97,-97,93,180,forward,0,0,95.0,1.1532174246850007,103.89468123150913
8:6:53,1.1532842,103.89478119,0,0,0,0,-63,62,76,-77,92,180,forward,0,0,95.0,1.153215513630752,103.89468888643617
8:6:55,1.1532841600000001,103.89478414,0,0,0,0,-63,62,76,-77,91,180,forward,0,0,96.0,1.1532138734990367,103.89469304947976
8:6:57,1.15328421,103.89478953,0,0,0,0,-63,62,76,-77,90,180,forward,0,0,97.0,1.1532123447772704,103.8946996802704
8:6:59,1.15328441,103.8947944,0,0,0,0,-63,62,76,-76,88,180,forward,0,0,97.0,1.1532094534804926,103.8947071135727
