ComponentId,Latitude,Longitude,Depth
20,1.14913118,103.915641321,17.5
20,1.149113093,103.915641321,17.5
20,1.149113093,103.915659291,17.5
20,1.149095005,103.915659291,17.5
20,1.149095005,103.915677261,17.5
20,1.149076918,103.915677261,17.5
20,1.149076918,103.915695231,17.5
20,1.149040743,103.915695231,17.5
20,1.149040743,103.915713201,17.5
20,1.149022656,103.915713201,17.5
20,1.149022656,103.915731171,17.5
20,1.149004569,103.915731171,17.5
20,1.149004569,103.915749141,17.5
20,1.148986481,103.915749141,17.5
20,1.148986481,103.915767111,17.5
20,1.148968394,103.915767111,17.5
20,1.148968394,103.915785081,17.5
20,1.148950307,103.915785081,17.5
20,1.148950307,103.915803051,17.5
20,1.148914132,103.915803051,17.5
20,1.148914132,103.915821021,17.5
20,1.148896045,103.915821021,17.5
20,1.148896045,103.915838991,17.5
20,1.148877958,103.915838991,17.5
20,1.148877958,103.915856961,17.5
20,1.14885987,103.915856961,17.5
20,1.14885987,103.915874931,17.5
20,1.148841783,103.915874931,17.5
20,1.148841783,103.915892901,17.5
20,1.148805608,103.915892901,17.5
20,1.148805608,103.915910871,17.5
20,1.148787521,103.915910871,17.5
20,1.148787521,103.915928841,17.5
20,1.148769434,103.915928841,17.5
20,1.148769434,103.915946811,17.5
20,1.148751346,103.915946811,17.5
20,1.148751346,103.915964781,17.5
20,1.148733259,103.915964781,17.5
20,1.148733259,103.91598275,17.5
20,1.148697084,103.91598275,17.5
20,1.148697084,103.91600072,17.5
20,1.148678997,103.91600072,17.5
20,1.148678997,103.91601869,17.5
20,1.14866091,103.91601869,17.5
20,1.14866091,103.91603666,17.5
20,1.148642822,103.91603666,17.5
20,1.148642822,103.91605463,17.5
20,1.148624735,103.91605463,17.5
20,1.148624735,103.9160726,17.5
20,1.148606648,103.9160726,17.5
20,1.148606648,103.91609057,17.5
20,1.148570473,103.91609057,17.5
20,1.148570473,103.91610854,17.5
20,1.148552386,103.91610854,17.5
20,1.148552386,103.91612651,17.5
20,1.148534299,103.91612651,17.5
20,1.148534299,103.91614448,17.5
20,1.148516211,103.91614448,17.5
20,1.148516211,103.91616245,17.5
20,1.148498124,103.91616245,17.5
20,1.148498124,103.91618042,17.5
20,1.148461949,103.91618042,17.5
20,1.148461949,103.91619839,17.5
20,1.148443862,103.91619839,17.5
20,1.148443862,103.91621636,17.5
20,1.148425775,103.91621636,17.5
20,1.148425775,103.91623433,17.5
20,1.148407687,103.91623433,17.5
20,1.148407687,103.9162523,17.5
20,1.1483896,103.9162523,17.5
20,1.1483896,103.91627027,17.5
20,1.148371513,103.91627027,17.5
20,1.148371513,103.91628824,17.5
20,1.148335338,103.91628824,17.5
20,1.148335338,103.91630621,17.5
20,1.148317251,103.91630621,17.5
20,1.148317251,103.916324179,17.5
20,1.148299163,103.916324179,17.5
20,1.148299163,103.916342149,17.5
20,1.148281076,103.916342149,17.5
20,1.148281076,103.916360119,17.5
20,1.148262989,103.916360119,17.5
20,1.148262989,103.916378089,17.5
20,1.148234213,103.916378089,17.5
20,1.148234213,103.91630621,17.5
20,1.148238152,103.9162523,17.5
20,1.148271627,103.915946811,17.5
20,1.148271157,103.915928841,17.5
20,1.148267188,103.915910871,17.5
20,1.148254376,103.915892901,17.5
20,1.148219278,103.915874931,17.5
20,1.148061767,103.915856961,17.5
20,1.148032184,103.915838991,17.5
20,1.148019874,103.915821021,17.5
20,1.148009766,103.915793505,17.5
20,1.148001813,103.915749141,17.5
20,1.147959122,103.915335832,17.5
20,1.147943982,103.915281922,17.5
20,1.14791933,103.915227646,17.5
20,1.147883481,103.915192073,17.5
20,1.147852827,103.915174103,17.5
20,1.147745394,103.915138163,17.5
20,1.147467147,103.915070066,17.5
20,1.147123488,103.915029993,17.5
20,1.147063899,103.915012373,17.5
20,1.147033051,103.914989317,17.5
20,1.14700863,103.914958463,17.5
20,1.146880416,103.914742824,17.5
20,1.14684684,103.914670944,17.5
20,1.146836693,103.914635004,17.5
20,1.146831151,103.914599064,17.5
21,1.149981284,103.904539637,17.5
21,1.149981284,103.904517923,17.5
21,1.149999371,103.904517923,17.5
21,1.149999371,103.904481983,17.5
21,1.150017458,103.904481983,17.5
21,1.150017458,103.904446043,17.5
21,1.150035546,103.904446043,17.5
21,1.150035546,103.904392133,17.5
21,1.150053633,103.904392133,17.5
21,1.150053633,103.904356193,17.5
21,1.15007172,103.904356193,17.5
21,1.15007172,103.904320253,17.5
21,1.150089808,103.904320253,17.5
21,1.150089808,103.904306041,17.5
21,1.150198332,103.904311969,17.5
21,1.150433467,103.90421512,17.5
21,1.150487729,103.904200113,17.5
21,1.150505816,103.904202685,17.5
21,1.150523903,103.904215071,17.5
21,1.15056469,103.904284313,17.5
21,1.150596253,103.904306615,17.5
21,1.150903737,103.904379591,17.5
21,1.15108461,103.904433203,17.5
21,1.151173052,103.904481983,17.5
21,1.15124839,103.904553863,17.5
21,1.151283571,103.904579503,17.5
21,1.151446356,103.904667359,17.5
21,1.151467416,103.904697622,17.5
21,1.151472262,103.904769502,17.5
21,1.151482388,103.904805442,17.5
21,1.151518706,103.904841011,17.5
21,1.1520975,103.905162796,17.5
21,1.152224111,103.90522239,17.5
21,1.152350722,103.905269733,17.5
21,1.152386897,103.905270452,17.5
21,1.152404984,103.905258488,17.5
21,1.152423072,103.905223863,17.5
21,1.152432544,103.905146871,17.5
21,1.15243503,103.904841382,17.5
21,1.152441159,103.904820522,17.5
21,1.152453004,103.904805442,17.5
21,1.152477333,103.904797503,17.5
21,1.152495421,103.904800106,17.5
21,1.152513508,103.904810116,17.5
21,1.152530701,103.904841382,17.5
21,1.152542062,103.904931232,17.5
21,1.152581972,103.905110931,17.5
21,1.152610056,103.905200781,17.5
21,1.152640119,103.905252854,17.5
21,1.152658207,103.905261922,17.5
21,1.152694381,103.90526254,17.5
21,1.15283908,103.9052214,17.5
21,1.152911429,103.905212121,17.5
21,1.152965691,103.905218751,17.5
21,1.15303804,103.90523881,17.5
21,1.153056128,103.905248141,17.5
21,1.153072109,103.905272661,17.5
21,1.153076401,103.9053086,17.5
21,1.153072824,103.90539845,17.5
21,1.153075972,103.90543439,17.5
21,1.153089772,103.90547033,17.5
21,1.153106384,103.9054883,17.5
21,1.153562572,103.905763552,17.5
21,1.153616834,103.905772631,17.5
21,1.153634922,103.905765201,17.5
21,1.153653009,103.905747866,17.5
21,1.153671096,103.905713453,17.5
21,1.153706288,103.90561409,17.5
21,1.153906231,103.90503773,17.5
21,1.153912153,103.905003111,17.5
21,1.153910375,103.904985141,17.5
21,1.15389997,103.904967171,17.5
21,1.15387924,103.904949201,17.5
21,1.153797708,103.904907225,17.5
21,1.153743446,103.904856634,17.5
21,1.153705532,103.904787472,17.5
21,1.153668572,103.904679652,17.5
21,1.153657185,103.904625742,17.5
21,1.153655597,103.904571833,17.5
21,1.153660706,103.904535893,17.5
21,1.153716665,103.904374163,17.5
21,1.153742886,103.904266343,17.5
21,1.153749303,103.904158524,17.5
21,1.153740054,103.903960854,17.5
21,1.15375079,103.903871004,17.5
21,1.153767146,103.903799125,17.5
21,1.153797708,103.903741709,17.5
21,1.153833882,103.903707893,17.5
21,1.153963733,103.903619425,17.5
21,1.153996234,103.903583485,17.5
21,1.154009922,103.903547545,17.5
21,1.154004532,103.903529575,17.5
21,1.153989905,103.903511606,17.5
21,1.153875168,103.903403786,17.5
21,1.153818245,103.903331906,17.5
21,1.153754279,103.903224086,17.5
21,1.153707822,103.903116267,17.5
21,1.153662864,103.902990477,17.5
21,1.153623923,103.902936567,17.5
21,1.153543337,103.902864687,17.5
21,1.153427943,103.902792808,17.5
21,1.153327437,103.902747492,17.5
21,1.153297821,103.902720928,17.5
21,1.153274644,103.902667018,17.5
21,1.153235137,103.902541228,17.5
21,1.153179983,103.902397469,17.5
21,1.1531569,103.902325589,17.5
21,1.153113412,103.90205604,17.5
21,1.153118954,103.90194822,17.5
21,1.15312939,103.90187634,17.5
21,1.153140413,103.9018404,17.5
21,1.153223402,103.901678671,17.5
21,1.153321236,103.901534911,17.5
21,1.153349934,103.901481001,17.5
21,1.153384236,103.901391151,17.5
21,1.153418044,103.901337242,17.5
21,1.153487393,103.901139572,17.5
21,1.153491734,103.901031752,17.5
21,1.153518622,103.900870023,17.5
21,1.15352623,103.900762203,17.5
21,1.153519985,103.900672353,17.5
21,1.15349267,103.900564534,17.5
21,1.153488213,103.900510624,17.5
21,1.153492692,103.900438744,17.5
21,1.153511161,103.900294985,17.5
21,1.15351141,103.900151225,17.5
21,1.153535324,103.899989495,17.5
21,1.153546997,103.899953556,17.5
21,1.153583409,103.899881676,17.5
21,1.153624447,103.899737916,17.5
21,1.153696639,103.899540247,17.5
21,1.153706026,103.899504307,17.5
21,1.153769919,103.899342577,17.5
21,1.153825448,103.899216788,17.5
21,1.153856926,103.899073028,17.5
21,1.153884495,103.898983178,17.5
21,1.153926185,103.898893328,17.5
21,1.153996668,103.898793063,17.5
21,1.154188119,103.898605809,17.5
21,1.154217271,103.898569869,17.5
21,1.154282743,103.89846205,17.5
21,1.154376502,103.89835923,17.5
21,1.154448851,103.898350494,17.5
21,1.1545212,103.89835174,17.5
21,1.154549964,103.89833626,17.5
21,1.15459061,103.89830032,17.5
21,1.154645481,103.898174531,17.5
21,1.15466626,103.898138591,17.5
21,1.154738248,103.898070305,17.5
21,1.154828685,103.897954162,17.5
21,1.154864859,103.897915408,17.5
21,1.155009558,103.897822602,17.5
21,1.155143002,103.897725282,17.5
21,1.155375323,103.897599492,17.5
21,1.155552177,103.897470475,17.5
21,1.155751138,103.897347205,17.5
21,1.155788467,103.897311973,17.5
21,1.155809797,103.897276033,17.5
21,1.155814131,103.897258063,17.5
21,1.155823487,103.897240093,17.5
21,1.155823487,103.897222123,17.5
21,1.155841574,103.897240093,17.5
21,1.155859662,103.897258063,17.5
21,1.155877749,103.897258063,17.5
21,1.155913923,103.897294003,17.5
21,1.155932011,103.897294003,17.5
21,1.155968185,103.897329943,17.5
21,1.155986273,103.897329943,17.5
21,1.156022447,103.897365883,17.5
21,1.156040535,103.897383853,17.5
21,1.156058622,103.897383853,17.5
21,1.156076709,103.897401823,17.5
21,1.156094797,103.897419793,17.5
21,1.156112884,103.897419793,17.5
21,1.156130971,103.897437763,17.5
21,1.156130971,103.897455733,17.5
21,1.156129724,103.897473702,17.5
21,1.156129094,103.897491672,17.5
21,1.156112884,103.897521573,17.5
21,1.156073796,103.897563552,17.5
21,1.15590619,103.897671372,17.5
21,1.155782332,103.897761222,17.5
21,1.155621903,103.897851071,17.5
21,1.155570391,103.897887011,17.5
21,1.155533046,103.897922951,17.5
21,1.155479828,103.897992549,17.5
21,1.155441613,103.898030771,17.5
21,1.155148579,103.89824641,17.5
21,1.15512004,103.89828235,17.5
21,1.155105088,103.89831829,17.5
21,1.155098702,103.89840814,17.5
21,1.155102266,103.89846205,17.5
21,1.155146592,103.898677689,17.5
21,1.15516771,103.898749569,17.5
21,1.155178373,103.898821449,17.5
21,1.155182884,103.898893328,17.5
21,1.155231332,103.899144908,17.5
21,1.155227454,103.899180848,17.5
21,1.155215973,103.899216788,17.5
21,1.155194667,103.899252727,17.5
21,1.155138807,103.899324607,17.5
21,1.155119307,103.899378517,17.5
21,1.155117166,103.899648066,17.5
21,1.155099994,103.899809282,17.5
21,1.155081727,103.899863706,17.5
21,1.155023246,103.899971525,17.5
21,1.15500086,103.900025435,17.5
21,1.154936885,103.900223105,17.5
21,1.154848865,103.900456714,17.5
21,1.154804791,103.900618444,17.5
21,1.154763709,103.900852053,17.5
21,1.154756788,103.900977843,17.5
21,1.154740701,103.901085662,17.5
21,1.154741537,103.901229422,17.5
21,1.154731964,103.901265362,17.5
21,1.154680157,103.901391151,17.5
21,1.154629724,103.901610141,17.5
21,1.154611637,103.901650794,17.5
21,1.154575462,103.901707226,17.5
21,1.154520318,103.90175055,17.5
21,1.154503576,103.90178649,17.5
21,1.154468747,103.90182243,17.5
21,1.154428531,103.90191228,17.5
21,1.15441995,103.90194822,17.5
21,1.154385389,103.9020201,17.5
21,1.154370678,103.902145889,17.5
21,1.154359659,103.902199799,17.5
21,1.154366923,103.902325589,17.5
21,1.154345794,103.902469348,17.5
21,1.154344485,103.902541228,17.5
21,1.154352295,103.902649048,17.5
21,1.154341906,103.902756868,17.5
21,1.154309,103.902864687,17.5
21,1.154267978,103.902950341,17.5
21,1.154213716,103.903020656,17.5
21,1.154169373,103.903062357,17.5
21,1.154147245,103.903098297,17.5
21,1.154147366,103.903116267,17.5
21,1.154157494,103.903152207,17.5
21,1.154212292,103.903260026,17.5
21,1.154231803,103.903336294,17.5
21,1.154233802,103.903529575,17.5
21,1.154223625,103.903619425,17.5
21,1.154194318,103.903709275,17.5
21,1.154141367,103.903798795,17.5
21,1.154060485,103.903853035,17.5
21,1.153942406,103.903950393,17.5
21,1.153916034,103.903978824,17.5
21,1.153896173,103.904014764,17.5
21,1.153883835,103.904050704,17.5
21,1.153870992,103.904140554,17.5
21,1.153852926,103.904410103,17.5
21,1.153833882,103.904481395,17.5
21,1.153799143,103.904553863,17.5
21,1.153790504,103.904589802,17.5
21,1.153789507,103.904625742,17.5
21,1.153795906,103.904661682,17.5
21,1.153820963,103.904733562,17.5
21,1.153846281,103.904787472,17.5
21,1.153888144,103.904819572,17.5
21,1.153996668,103.904878324,17.5
21,1.154067861,103.904949201,17.5
21,1.154081744,103.904967171,17.5
21,1.154083803,103.904985141,17.5
21,1.154049525,103.90563206,17.5
21,1.15403006,103.905865669,17.5
21,1.154008592,103.906063338,17.5
21,1.153996668,103.906155654,17.5
21,1.153978581,103.906239078,17.5
21,1.153933944,103.906368827,17.5
21,1.153906231,103.906415477,17.5
21,1.153870057,103.906431385,17.5
21,1.153815795,103.906416995,17.5
21,1.153255088,103.906081772,17.5
21,1.153146564,103.906024582,17.5
21,1.153074215,103.905995699,17.5
21,1.153001866,103.905988306,17.5
21,1.152857167,103.906042443,17.5
21,1.152784818,103.906058651,17.5
21,1.152730556,103.906061901,17.5
21,1.152603945,103.906037623,17.5
21,1.152459246,103.905997965,17.5
21,1.152423072,103.905981847,17.5
21,1.152404381,103.905955519,17.5
21,1.152406839,103.905919579,17.5
21,1.152420582,103.905883639,17.5
21,1.152468419,103.905793789,17.5
21,1.15248079,103.905757849,17.5
21,1.1524867,103.905721909,17.5
21,1.152479658,103.90561409,17.5
21,1.152472951,103.90559612,17.5
21,1.152446711,103.90556018,17.5
21,1.152383654,103.90550627,17.5
21,1.152301628,103.90545236,17.5
21,1.151380824,103.904931232,17.5
21,1.15134647,103.904895292,17.5
21,1.151337833,103.904872634,17.5
21,1.151324545,103.904805442,17.5
21,1.151304373,103.904769502,17.5
21,1.151126667,103.904625742,17.5
21,1.151030348,103.904561612,17.5
21,1.150759038,103.904474642,17.5
21,1.150668602,103.90445952,17.5
21,1.15061434,103.904470544,17.5
21,1.150523903,103.904536088,17.5
21,1.150505816,103.904545415,17.5
21,1.150469641,103.904550269,17.5
21,1.150433467,103.904538945,17.5
21,1.150415379,103.904525624,17.5
21,1.150379205,103.904469034,17.5
21,1.150361117,103.90445331,17.5
21,1.15034303,103.904448076,17.5
21,1.150288768,103.904459399,17.5
21,1.150089808,103.904544941,17.5
21,1.150017458,103.904546126,17.5
22,1.149004569,103.907806423,17.5
22,1.149004569,103.907752514,17.5
22,1.149022656,103.907752514,17.5
22,1.149022656,103.907716574,17.5
22,1.149040743,103.907716574,17.5
22,1.149040743,103.907662664,17.5
22,1.149058831,103.907662664,17.5
22,1.149058831,103.907626724,17.5
22,1.149076918,103.907626724,17.5
22,1.149076918,103.907572814,17.5
22,1.149095005,103.907572814,17.5
22,1.149095005,103.907518904,17.5
22,1.149113093,103.907518904,17.5
22,1.149113093,103.907482964,17.5
22,1.14913118,103.907482964,17.5
22,1.14913118,103.907429054,17.5
22,1.149149267,103.907429054,17.5
22,1.149149267,103.907375145,17.5
22,1.149167355,103.907375145,17.5
22,1.149167355,103.907357175,17.5
22,1.149185442,103.907371551,17.5
22,1.149239704,103.907417265,17.5
22,1.149269367,103.907429054,17.5
22,1.14933014,103.907434083,17.5
22,1.149474839,103.907427815,17.5
22,1.149529101,103.907444003,17.5
22,1.14966481,103.907554844,17.5
22,1.149743993,103.907662664,17.5
22,1.149782323,103.907693766,17.5
22,1.150125982,103.907847025,17.5
22,1.150234506,103.907888033,17.5
22,1.150288768,103.907899499,17.5
22,1.15034303,103.907899198,17.5
22,1.150831388,103.907795798,17.5
22,1.150921824,103.90779113,17.5
22,1.150994174,103.90781256,17.5
22,1.151671916,103.908093943,17.5
22,1.151760418,103.908147852,17.5
22,1.151807039,103.908201762,17.5
22,1.15182619,103.908237702,17.5
22,1.15182619,103.908255672,17.5
22,1.151808103,103.908273642,17.5
22,1.151808103,103.908309582,17.5
22,1.151790015,103.908327552,17.5
22,1.151790015,103.908363492,17.5
22,1.151771928,103.908381462,17.5
22,1.151771928,103.908399432,17.5
22,1.151753841,103.908417402,17.5
22,1.151753841,103.908435372,17.5
22,1.151771928,103.908435372,17.5
22,1.151790015,103.908453342,17.5
22,1.151808103,103.908453342,17.5
22,1.15182619,103.908471312,17.5
22,1.151862365,103.908471312,17.5
22,1.151880452,103.908489282,17.5
22,1.151898539,103.908489282,17.5
22,1.151916627,103.908507251,17.5
22,1.151934714,103.908507251,17.5
22,1.151952801,103.908525221,17.5
22,1.151970889,103.908525221,17.5
22,1.151970889,103.908291612,17.5
22,1.151976919,103.908273642,17.5
22,1.152014463,103.908237702,17.5
22,1.153056128,103.907555074,17.5
22,1.153182739,103.907491111,17.5
22,1.153237001,103.907487267,17.5
22,1.153291263,103.90750308,17.5
22,1.153559407,103.907662664,17.5
22,1.153653009,103.907727843,17.5
22,1.153797708,103.907866425,17.5
22,1.153870057,103.907910893,17.5
22,1.153906231,103.907919329,17.5
22,1.153921304,103.907950183,17.5
22,1.153942406,103.907952377,17.5
22,1.153960493,103.907950183,17.5
22,1.153960493,103.907968153,17.5
22,1.153942406,103.907968153,17.5
22,1.153942406,103.908022063,17.5
22,1.153924319,103.908022063,17.5
22,1.153924319,103.908058003,17.5
22,1.153906231,103.908058003,17.5
22,1.153906231,103.908111913,17.5
22,1.153888144,103.908111913,17.5
22,1.153888144,103.908165822,17.5
22,1.153870057,103.908165822,17.5
22,1.153870057,103.908219732,17.5
22,1.153851969,103.908219732,17.5
22,1.153851969,103.908255672,17.5
22,1.153833882,103.908255672,17.5
22,1.153833882,103.908309582,17.5
22,1.153815795,103.908309582,17.5
22,1.153815795,103.908363492,17.5
22,1.153797708,103.908363492,17.5
22,1.153797708,103.908417402,17.5
22,1.15377962,103.908417402,17.5
22,1.15377962,103.908453342,17.5
22,1.153761533,103.908453342,17.5
22,1.153761533,103.908507251,17.5
22,1.153743446,103.908507251,17.5
22,1.153743446,103.908561161,17.5
22,1.153725358,103.908561161,17.5
22,1.153725358,103.908615071,17.5
22,1.153707271,103.908615071,17.5
22,1.153707271,103.908651011,17.5
22,1.153689184,103.908651011,17.5
22,1.153689184,103.908704921,17.5
22,1.153671096,103.908704921,17.5
22,1.153671096,103.908758831,17.5
22,1.153653009,103.908758831,17.5
22,1.153653009,103.908812741,17.5
22,1.153634922,103.908812741,17.5
22,1.153634922,103.908848681,17.5
22,1.153616834,103.908848681,17.5
22,1.153616834,103.90890259,17.5
22,1.153598747,103.90890259,17.5
22,1.153598747,103.9089565,17.5
22,1.15358066,103.9089565,17.5
22,1.15358066,103.9091362,17.5
22,1.153598747,103.90915417,17.5
22,1.153598747,103.909261989,17.5
22,1.153616834,103.909279959,17.5
22,1.153616834,103.909387779,17.5
22,1.153634922,103.909405749,17.5
22,1.153616834,103.909405749,17.5
22,1.153616834,103.909441689,17.5
22,1.153598747,103.909441689,17.5
22,1.153598747,103.909477629,17.5
22,1.15358066,103.909477629,17.5
22,1.15358066,103.909531539,17.5
22,1.153562572,103.909531539,17.5
22,1.153562572,103.909567478,17.5
22,1.153544485,103.909567478,17.5
22,1.153544485,103.909621388,17.5
22,1.153526398,103.909621388,17.5
22,1.153526398,103.909657328,17.5
22,1.15350831,103.909657328,17.5
22,1.15350831,103.909711238,17.5
22,1.153490223,103.909711238,17.5
22,1.153490223,103.909747178,17.5
22,1.153472136,103.909747178,17.5
22,1.153472136,103.909783118,17.5
22,1.153454049,103.909783118,17.5
22,1.153454049,103.909837028,17.5
22,1.153435961,103.909837028,17.5
22,1.153435961,103.909872968,17.5
22,1.153417874,103.909872968,17.5
22,1.153417874,103.909908908,17.5
22,1.153399787,103.909921262,17.5
22,1.153367868,103.909908908,17.5
22,1.153363612,103.909897849,17.5
22,1.153291263,103.909859276,17.5
22,1.153200826,103.909840451,17.5
22,1.153164651,103.909816812,17.5
22,1.153130564,103.909765148,17.5
22,1.153076627,103.909621388,17.5
22,1.15303804,103.909556129,17.5
22,1.152711715,103.90917214,17.5
22,1.152676294,103.909143259,17.5
22,1.152658207,103.909140307,17.5
22,1.152603945,103.909160825,17.5
22,1.152531595,103.909215166,17.5
22,1.151916627,103.909820326,17.5
22,1.151862365,103.90985932,17.5
22,1.15182619,103.909873926,17.5
22,1.151771928,103.90987453,17.5
22,1.151681492,103.909846285,17.5
22,1.151030348,103.909550053,17.5
22,1.150957999,103.909503796,17.5
22,1.150759038,103.909334196,17.5
22,1.150704776,103.909308018,17.5
22,1.150578165,103.909283005,17.5
22,1.150505816,103.909255033,17.5
22,1.150007453,103.90893853,17.5
22,1.149978571,103.90890259,17.5
22,1.14994177,103.908812741,17.5
22,1.149910714,103.908758831,17.5
22,1.149393446,103.908004093,17.5
22,1.149295904,103.907932213,17.5
22,1.149239704,103.907878303,17.5
22,1.149221617,103.907896273,17.5
22,1.149185442,103.907896273,17.5
22,1.149167355,103.907914243,17.5
22,1.14913118,103.907914243,17.5
22,1.14913118,103.907860333,17.5
22,1.149113093,103.907842363,17.5
22,1.149080535,103.907824393,17.5
22,1.149022656,103.907817532,17.5
23,1.151175047,103.898551525,22.5
23,1.151175047,103.89851596,22.5
23,1.151193134,103.89851596,22.5
23,1.151193134,103.89846205,22.5
23,1.151211221,103.89846205,22.5
23,1.151211221,103.89839017,22.5
23,1.151229309,103.89839017,22.5
23,1.151229309,103.89833626,22.5
23,1.151247396,103.89833626,22.5
23,1.151247396,103.89826438,22.5
23,1.151265483,103.89826438,22.5
23,1.151265483,103.898138591,22.5
23,1.151283571,103.898138591,22.5
23,1.151283571,103.898065269,22.5
23,1.151319745,103.898065269,22.5
23,1.151374007,103.898083908,22.5
23,1.151699579,103.898292596,22.5
23,1.151753841,103.898297556,22.5
23,1.151792126,103.89828235,22.5
23,1.15182619,103.898250943,22.5
23,1.151864963,103.8981925,22.5
23,1.152012545,103.897922951,22.5
23,1.152073703,103.897833101,22.5
23,1.152133674,103.897777873,22.5
23,1.152237625,103.897725282,22.5
23,1.152306796,103.897671372,22.5
23,1.15231896,103.897653402,22.5
23,1.15234724,103.897599492,22.5
23,1.152366234,103.897545582,22.5
23,1.152376429,103.897473702,22.5
23,1.152375244,103.897383853,22.5
23,1.152392268,103.897329943,22.5
23,1.152423366,103.897276033,22.5
23,1.152459246,103.897246734,22.5
23,1.152531595,103.897210042,22.5
23,1.152730556,103.897152125,22.5
23,1.152784818,103.897123637,22.5
23,1.152809939,103.897096334,22.5
23,1.152817887,103.897078364,22.5
23,1.152825788,103.896952574,22.5
23,1.15283506,103.896934604,22.5
23,1.152857167,103.896913613,22.5
23,1.152947604,103.896859051,22.5
23,1.153056128,103.896843738,22.5
23,1.153237001,103.896899691,22.5
23,1.153381699,103.89691805,22.5
23,1.153482115,103.896916634,22.5
23,1.153562572,103.896891891,22.5
23,1.153616834,103.896859381,22.5
23,1.153671096,103.896814665,22.5
23,1.153707271,103.896758916,22.5
23,1.153730717,103.896665055,22.5
23,1.153778186,103.896557235,22.5
23,1.153865977,103.896431445,22.5
23,1.153867019,103.896413475,22.5
23,1.15385449,103.896377536,22.5
23,1.153833882,103.896339824,22.5
23,1.153794229,103.896287686,22.5
23,1.153781586,103.896251746,22.5
23,1.153779438,103.896233776,22.5
23,1.153791324,103.896197836,22.5
23,1.153790767,103.896179866,22.5
23,1.153775322,103.896125956,22.5
23,1.153767435,103.896054076,22.5
23,1.153769285,103.896036107,22.5
23,1.15377962,103.896025588,22.5
23,1.153851969,103.895999065,22.5
23,1.154123279,103.895957645,22.5
23,1.154195628,103.89593073,22.5
23,1.154358414,103.895844226,22.5
23,1.154412676,103.895833613,22.5
23,1.1545212,103.895827881,22.5
23,1.154557375,103.895814524,22.5
23,1.154629724,103.895759342,22.5
23,1.154720161,103.895670059,22.5
23,1.154739454,103.895640768,22.5
23,1.154796217,103.895514978,22.5
23,1.154864859,103.895435794,22.5
23,1.154919121,103.895405151,22.5
23,1.155045732,103.895362714,22.5
23,1.155244693,103.895278886,22.5
23,1.155284363,103.895227459,22.5
23,1.155353217,103.895065925,22.5
23,1.155385595,103.895029789,22.5
23,1.155425566,103.895021237,22.5
23,1.155443653,103.895030131,22.5
23,1.155516003,103.895040014,22.5
23,1.15553409,103.895029789,22.5
23,1.155552177,103.895029789,22.5
23,1.155552177,103.895065729,22.5
23,1.15553409,103.895065729,22.5
23,1.15553409,103.895317309,22.5
23,1.155516003,103.895317309,22.5
23,1.155516003,103.895353248,22.5
23,1.155497915,103.895353248,22.5
23,1.155497915,103.895389188,22.5
23,1.155479828,103.895389188,22.5
23,1.155479828,103.895425128,22.5
23,1.155461741,103.895425128,22.5
23,1.155461741,103.895479038,22.5
23,1.155443653,103.895479038,22.5
23,1.155443653,103.895514978,22.5
23,1.155425566,103.895514978,22.5
23,1.155425566,103.895550918,22.5
23,1.155407479,103.895550918,22.5
23,1.155389391,103.895563945,22.5
23,1.155371304,103.895553217,22.5
23,1.155353217,103.895553763,22.5
23,1.155298955,103.895563877,22.5
23,1.155244693,103.895587345,22.5
23,1.15506382,103.895694939,22.5
23,1.154951709,103.895784527,22.5
23,1.154896978,103.895856407,22.5
23,1.154795476,103.895964227,22.5
23,1.154720161,103.896060575,22.5
23,1.15464651,103.896125956,22.5
23,1.154615941,103.896161896,22.5
23,1.154540181,103.896323626,22.5
23,1.154473076,103.896449415,22.5
23,1.154430764,103.896582829,22.5
23,1.154286065,103.896593556,22.5
23,1.154195628,103.896613289,22.5
23,1.154126491,103.896647085,22.5
23,1.15405093,103.896713365,22.5
23,1.154019564,103.896754904,22.5
23,1.153981023,103.896826784,22.5
23,1.153956054,103.896916634,22.5
23,1.153952419,103.896952574,22.5
23,1.153887546,103.897096334,22.5
23,1.153870482,103.897204153,22.5
23,1.153848855,103.897222123,22.5
23,1.153743446,103.89726624,22.5
23,1.153598747,103.897344342,22.5
23,1.153562572,103.897357122,22.5
23,1.153526398,103.897360719,22.5
23,1.153472136,103.897347671,22.5
23,1.153128477,103.897212118,22.5
23,1.153074215,103.897209449,22.5
23,1.153019953,103.897227537,22.5
23,1.152833217,103.897347913,22.5
23,1.152784818,103.897388221,22.5
23,1.152564292,103.897689342,22.5
23,1.152510769,103.897743252,22.5
23,1.152462033,103.897779192,22.5
23,1.152340337,103.897851071,22.5
23,1.152250762,103.897887011,22.5
23,1.15221057,103.897922951,22.5
23,1.152182324,103.897976861,22.5
23,1.152100559,103.8981925,22.5
23,1.152080051,103.89826438,22.5
23,1.152072765,103.89835423,22.5
23,1.152074009,103.89842611,22.5
23,1.152053684,103.89848002,22.5
23,1.152025151,103.89851003,22.5
23,1.151981092,103.898533929,22.5
23,1.151916627,103.898556256,22.5
23,1.151753841,103.89858635,22.5
23,1.151645317,103.898578895,22.5
23,1.151319745,103.898491078,22.5
23,1.151229309,103.898527919,22.5
23,1.151211221,103.898551525,22.5
24,1.147145398,103.914491245,22.5
24,1.147148622,103.914455305,22.5
