ComponentId,Latitude,Longitude,Depth
2,1.157360909,103.904481983,2.5
2,1.157360909,103.904517923,2.5
2,1.157342821,103.904517923,2.5
2,1.157342821,103.904535893,2.5
2,1.157324734,103.904535893,2.5
2,1.157324734,103.904571833,2.5
2,1.157306647,103.904571833,2.5
2,1.157306647,103.904589802,2.5
2,1.157288559,103.904589802,2.5
2,1.157288559,103.904607772,2.5
2,1.157252385,103.904607772,2.5
2,1.157252385,103.904625742,2.5
2,1.157234297,103.904625742,2.5
2,1.157234297,103.904643712,2.5
2,1.157198123,103.904643712,2.5
2,1.157198123,103.904661682,2.5
2,1.157180036,103.904661682,2.5
2,1.157180036,103.904679652,2.5
2,1.157143861,103.904679652,2.5
2,1.157143861,103.904697622,2.5
2,1.157125774,103.904697622,2.5
2,1.157125774,103.904715592,2.5
2,1.157107686,103.904715592,2.5
2,1.157107686,103.904733562,2.5
2,1.157071512,103.904733562,2.5
2,1.157071512,103.904751532,2.5
2,1.157053424,103.904751532,2.5
2,1.157053424,103.904769502,2.5
2,1.15701725,103.904769502,2.5
2,1.15701725,103.904787472,2.5
2,1.156999162,103.904787472,2.5
2,1.156999162,103.904805442,2.5
2,1.156981075,103.904805442,2.5
2,1.156981075,103.904823412,2.5
2,1.1569449,103.904823412,2.5
2,1.1569449,103.904841382,2.5
2,1.156926813,103.904841382,2.5
2,1.156926813,103.904859352,2.5
2,1.156890638,103.904859352,2.5
2,1.156890638,103.904877322,2.5
2,1.156872551,103.904877322,2.5
2,1.156872551,103.904895292,2.5
2,1.156854464,103.904895292,2.5
2,1.156854464,103.904913262,2.5
2,1.156818289,103.904913262,2.5
2,1.156818289,103.904931232,2.5
2,1.156800202,103.904931232,2.5
2,1.156800202,103.904949201,2.5
2,1.156764027,103.904949201,2.5
2,1.156764027,103.904967171,2.5
2,1.15674594,103.904967171,2.5
2,1.15674594,103.904985141,2.5
2,1.156727853,103.904985141,2.5
2,1.156727853,103.905003111,2.5
2,1.156691678,103.905003111,2.5
2,1.156691678,103.905021081,2.5
2,1.156655503,103.905021081,2.5
2,1.156655503,103.905039051,2.5
2,1.156619329,103.905039051,2.5
2,1.156619329,103.905057021,2.5
2,1.156583154,103.905057021,2.5
2,1.156583154,103.905074991,2.5
2,1.156546979,103.905074991,2.5
2,1.156546979,103.905092961,2.5
2,1.156510805,103.905092961,2.5
2,1.156510805,103.905110931,2.5
2,1.15647463,103.905110931,2.5
2,1.15647463,103.905128901,2.5
2,1.156438456,103.905128901,2.5
